targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,early_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,180,0,left,2,3,0,0,0,0,0,0,0,4,1.7700000171316788e-05,0.09113009999964561,22.55882390000079,None,1.4600000213249587e-05,0.0994645999999193,24.444693400000688,None,24.78485460000047,25.295554100000118,25.99667000000045,None,25.295554100000118,25.979908300000716,26.497372200000427,None,left,1,0.385443000000123,26.497372200000427,None,None,25.295554100000118,26.480939500000204,0.5034536000002845,0.6035605999995823,1.7053797999997187,1.788439599999947,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,5,,,,,,,,,26.912849800000004,27.398472900000343,28.116605800000798,None,27.41527540000061,28.099600700000337,28.61696590000065,None,right,1,0.3058614999999918,28.61696590000065,None,None,27.41527540000061,28.60029250000025,0.5097144000001208,0.5934110000007422,1.7115127000006396,1.7949057000005268,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,0,,,,,,,,,28.95194470000024,29.45147530000031,30.16914010000073,None,29.468031400000655,30.152503799999977,30.669821100000263,None,left,1,0.30088419999992766,30.669821100000263,None,None,29.468031400000655,30.65299110000069,0.5112779000000955,0.5944784000002983,1.7127829999999449,1.7964073000002827,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,0,3,3,1,,,,,,,,,30.98747430000003,31.48765270000058,32.20522650000021,None,31.504231599999912,32.18870740000057,32.70582220000051,None,left,1,0.35299790000044595,32.70582220000051,None,None,31.504231599999912,32.68931760000032,0.5119399000004705,0.5952046000002156,1.7135895000001256,1.796869400000105,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,180,1,right,2,4,0,0,0,0,0,4,4,7,,,,,,,,,33.09028590000071,33.59052680000059,34.30804310000076,None,33.60707640000055,34.29170950000025,34.808940100000655,None,right,1,0.2659063999999489,34.808940100000655,None,None,33.60707640000055,34.79228950000015,0.51141540000026,0.5946707000002789,1.7131626999998844,1.7964439999996102,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,0,0,right,1,4,0,0,0,0,0,5,5,3,,,,,,,,,35.09325930000068,35.59312480000062,36.31098569999995,None,35.609873600000356,36.294186200000695,36.81168180000077,None,right,1,0.36709130000053847,36.81168180000077,None,None,35.609873600000356,36.79486730000008,0.511452100000497,0.5950861999999688,1.7131801000004998,1.7967570000000705,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,180,1,right,2,4,0,0,0,0,0,6,6,6,,,,,,,,,37.195721300000514,37.6961938000004,38.41382840000006,None,37.712834800000564,38.39719310000055,38.91464180000003,None,right,1,0.2801755000000412,38.91464180000003,None,None,37.712834800000564,38.89788000000044,0.512209200000143,0.5956238000007943,1.71387279999999,1.797204899999997,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,0,7,7,2,,,,,,,,,39.21581010000045,39.715513200000714,40.43353930000012,None,39.73221510000076,40.4165165000004,40.934187400000155,None,left,1,0.3166885000000548,40.934187400000155,None,None,39.73221510000076,40.9173507000005,0.5113701000000219,0.595018699999855,1.7131866999998238,1.796487900000102,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,180,1,right,2,4,0,0,0,0,1,0,8,5,,,,,,,,,41.26855780000005,41.768459599999915,42.48597790000076,None,41.78501330000017,42.46943800000008,42.986811700000544,None,right,1,0.2721658999998908,42.986811700000544,None,None,41.78501330000017,42.96994940000059,0.5113679999994929,0.5949631999992562,1.7128473999991911,1.7964674999993804,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,1,1,9,0,,,,,,,,,43.28786130000026,43.787886800000706,44.505617200000415,None,43.804356100000405,44.489024500000596,45.006443400000535,None,left,1,0.3242660000005344,45.006443400000535,None,None,43.804356100000405,44.989357100000234,0.5115734999999404,0.5950394000001324,1.7130334000003131,1.7971094000004086,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,180,0,left,2,3,0,0,0,0,1,2,10,4,,,,,,,,,45.35736250000082,45.85736970000016,46.574967800000195,None,45.87402689999999,46.55828020000081,47.07561979999991,None,left,1,0.35104279999995924,47.07561979999991,None,None,45.87402689999999,47.059147900000426,0.5115446999998312,0.5950597999999445,1.7133014000000912,1.7966483999998673,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,1,3,11,1,,,,,,,,,47.443165800000315,47.94340220000049,48.66118800000004,None,47.96041570000034,48.64442190000045,49.16206290000082,None,left,1,0.3286420000004,49.16206290000082,None,None,47.96041570000034,49.14524380000057,0.5118595000003552,0.5955450999999812,1.7136820000005173,1.7971904000005452,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
-0.5,0,1,left,1,3,0,0,0,0,1,4,12,2,,,,,,,,,49.513206500000706,50.01300530000026,50.73085050000009,None,50.02978020000046,50.71386200000052,51.231483700000354,None,left,1,0.3072896000003311,51.231483700000354,None,None,50.02978020000046,51.214634700000715,0.5115023999996993,0.5949361999992107,1.7131139999992229,1.7967005999998946,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,0,0,right,1,4,0,0,0,0,1,5,13,3,,,,,,,,,51.56573290000051,52.0660297000004,52.783467799999926,None,52.082594500000596,52.76687010000023,53.28424360000008,None,right,1,0.37436479999996664,53.28424360000008,None,None,52.082594500000596,53.2677919000007,0.511572299999898,0.5949342000003526,1.7133076000000074,1.7966870999998719,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
0.5,180,1,right,2,4,0,0,0,0,1,6,14,6,,,,,,,,,53.685600600000726,54.18538650000028,54.90302630000042,None,54.20233090000056,54.88634170000023,55.40383600000041,None,right,1,0.37492139999994833,55.40383600000041,None,None,54.20233090000056,55.387457100000574,0.5114937000007558,0.5951563000007809,1.7135384000002887,1.7966820000001462,,,,,,katie_2,001,2020_Jan_30_1219,posner,3.1.5,59.99818805478399,
