21.0272 	WARNING 	User requested fullscreen with size [600 600], but screen is actually [1920, 1080]. Using actual size
21.8464 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A94CB789E8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A94CC4D208>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.8465 	EXP 	window1: recordFrameIntervals = False
22.0127 	EXP 	window1: recordFrameIntervals = True
22.1962 	EXP 	window1: recordFrameIntervals = False
22.5783 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Start', units='height', win=Window(...), wrapWidth=1)
22.5788 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
22.5823 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
22.5840 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
22.5955 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/arrow-left.png', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.1, 0.1]), texRes=128, units='height', win=Window(...))
22.5974 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/circle_red.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.15, 0.15]), texRes=128, units='height', win=Window(...))
22.6229 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please take a 60 second break.', units='height', win=Window(...), wrapWidth=1)
22.6232 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
22.8539 	EXP 	New trial (rep=0, index=0): None
23.8801 	EXP 	text_2: autoDraw = True
25.6469 	EXP 	text_2: autoDraw = False
25.7637 	EXP 	text: autoDraw = True
25.8604 	EXP 	Imported conditions.csv as conditions, 8 conditions, 6 params
25.8607 	EXP 	Created sequence: random, trialTypes=8, nReps=11, seed=None
26.0851 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('pin_cue', 2), ('pin_target', 4)])
26.0945 	EXP 	text: autoDraw = False
26.0945 	EXP 	cue: ori = 180.0
26.0945 	EXP 	target: pos = array([0.5, 0. ])
26.0945 	EXP 	fixation_1: autoDraw = True
26.5974 	EXP 	fixation_1: autoDraw = False
26.6139 	EXP 	cue: autoDraw = True
27.2979 	EXP 	cue: autoDraw = False
27.3141 	EXP 	fixation_2: autoDraw = True
27.8145 	EXP 	target: autoDraw = True
28.1713 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('pin_cue', 1), ('pin_target', 4)])
28.1743 	DATA 	Keypress: right
28.1834 	EXP 	fixation_1: autoDraw = False
28.1834 	EXP 	fixation_2: autoDraw = False
28.1834 	EXP 	cue: autoDraw = False
28.1834 	EXP 	target: autoDraw = False
28.1834 	EXP 	cue: ori = 0.0
28.1834 	EXP 	target: pos = array([0.5, 0. ])
28.1834 	EXP 	fixation_1: autoDraw = True
28.6814 	EXP 	fixation_1: autoDraw = False
28.6980 	EXP 	cue: autoDraw = True
29.3816 	EXP 	cue: autoDraw = False
29.3982 	EXP 	fixation_2: autoDraw = True
29.8984 	EXP 	target: autoDraw = True
30.3533 	DATA 	Keypress: right
30.3709 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('pin_cue', 2), ('pin_target', 4)])
30.3825 	EXP 	target: autoDraw = False
30.3825 	EXP 	fixation_1: autoDraw = False
30.3825 	EXP 	fixation_2: autoDraw = False
30.3825 	EXP 	cue: autoDraw = False
30.3825 	EXP 	target: autoDraw = False
30.3825 	EXP 	cue: ori = 180.0
