targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,5,1.8100001398124732e-05,0.09386710000035237,15.27287570000044,None,1.3099999705445953e-05,0.09950119999848539,17.158514200000354,None,17.50437140000031,18.009907800000292,18.72746030000053,None,18.02653250000003,18.71079220000138,19.228330699999788,None,right,1,0.322123100000681,19.228330699999788,None,None,18.02653250000003,19.211240100001305,0.5151108000009117,0.5983474000004207,1.716446200000064,1.799949899999774,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
-0.5,0,1,left,1,3,0,0,0,0,0,1,1,0,,,,,,,,,19.579544400001396,20.079069400000662,20.796992800000226,None,20.095784500001173,20.780172000000675,21.297766200001206,None,left,1,0.3166235000007873,21.297766200001206,None,None,20.095784500001173,21.281037700000525,0.510702499999752,0.5943466000007902,1.7126544999991893,1.7959475999996357,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,1,,,,,,,,,21.632353400000284,22.132056399999783,22.85010560000046,None,22.14907850000054,22.833067100000335,23.350562600000558,None,left,1,0.3278492000008555,23.350562600000558,None,None,22.14907850000054,23.333596800001033,0.5114534999993339,0.5949509000001854,1.7129822999995667,1.7967044999986683,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
0.5,180,1,right,2,4,0,0,0,0,0,3,3,6,,,,,,,,,23.701369899999918,24.201668900001096,24.91936910000004,None,24.218454800000472,24.90270960000089,25.420040799999697,None,right,1,0.2903569999998581,25.420040799999697,None,None,24.218454800000472,25.403225100000782,0.5121294999989914,0.5953838999994332,1.7136656000002404,1.7972886999996263,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
-0.5,180,0,left,2,3,0,0,0,0,0,4,4,4,,,,,,,,,25.738205700001345,26.237914600000295,26.955393400001412,None,26.25448140000117,26.93883580000147,27.45631140000114,None,left,1,0.36597919999985606,27.45631140000114,None,None,26.25448140000117,27.439493500000026,0.5115535999993881,0.5949827999993431,1.7131168999985675,1.7964766999994026,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
-0.5,0,1,left,1,3,0,0,0,0,0,5,5,2,,,,,,,,,27.840972500000134,28.340803099999903,29.05826110000089,None,28.357577400000082,29.04174200000125,29.559185300000536,None,left,1,0.27106629999980214,29.559185300000536,None,None,28.357577400000082,29.542159900000115,0.5117522000000463,0.5949722999994265,1.713097399999242,1.7971016999999847,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
0.5,0,0,right,1,4,0,0,0,0,0,6,6,3,,,,,,,,,29.85991600000125,30.360357600000498,31.07780290000119,None,30.3767699,31.061212700000397,31.57857630000035,None,right,1,0.35582199999953446,31.57857630000035,None,None,30.3767699,31.561949099999765,0.5119926999996096,0.595056599999225,1.7135686999990867,1.796825199999148,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
0.5,180,1,right,2,4,0,0,0,0,0,7,7,7,,,,,,,,,31.962866900001245,32.46286820000023,33.18062490000011,None,32.47969400000147,33.163816100000986,33.68134420000024,None,right,1,0.460959100000764,33.68134420000024,None,None,32.47969400000147,33.66457380000065,0.5117961000014475,0.5955783000008523,1.7134796999998798,1.7971629000003304,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
0.5,180,1,right,2,4,0,0,0,0,1,0,8,5,,,,,,,,,34.166598499999964,34.66609000000062,35.38351680000051,None,34.682581500001106,35.367120000000796,35.88442180000129,34.166598499999964,right,1,0.35380330000043614,35.88442180000129,None,None,34.682581500001106,35.86783699999978,0.511606899999606,0.594801399998687,1.713154699998995,1.7964873999990232,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
-0.5,0,1,left,1,3,0,0,0,0,1,1,9,2,,,,,,,,,36.26877410000088,36.76913140000033,37.48649459999979,None,36.78569770000104,37.46989660000145,37.98735660000057,None,left,1,0.2990375999997923,37.98735660000057,None,None,36.78569770000104,37.97067950000019,0.5117738000008103,0.5949893000015436,1.7133069999999861,1.7968098000001191,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
0.5,180,1,right,2,4,0,0,0,0,1,2,10,7,,,,,,,,,38.30548920000001,38.80502230000093,39.52249970000048,None,38.82178139999996,39.50601319999987,40.023271100000784,None,right,1,0.2629034000001411,40.023271100000784,None,None,38.82178139999996,40.00690039999972,0.5115358000002743,0.5950111000001925,1.7133630999996967,1.7966646000004403,,,,,faizah_3,001,2020_Jan_10_1424,posner,3.1.5,59.93601231378876,
