condition,cueValid,rt
lofi,True,0.3165017000001171
lofi,False,0.3115916999995534
lofi,True,0.3068363000002137
lofi,False,0.3338839999996708
lofi,True,0.3042034999998577
lofi,True,0.2676643000004333
lofi,True,0.3290971999995236
lofi,True,0.2913277999996353
lofi,False,0.28691299999991315
lofi,True,0.24269379999986995
lofi,True,0.2329896999999619
lofi,True,0.3355984999998327
lofi,True,0.29796020000048884
lofi,True,0.3258143000002747
lofi,True,0.2803256000006513
lofi,False,0.3088563000001159
lofi,False,0.3439291999993657
lofi,True,0.3218120999999883
lofi,True,0.4043048999992607
lofi,False,0.3793137000002389
lofi,True,0.2839299999996001
lofi,True,0.32824840000012045
lofi,True,0.41077099999984057
lofi,True,0.28949740000007296
lofi,True,0.317572800000562
lofi,True,0.32066219999978784
lofi,True,0.29946770000060496
lofi,True,0.2954689999996845
lofi,True,0.3870664000005489
lofi,False,0.29871259999981703
lofi,False,0.2948660000001837
lofi,True,0.2824227999999493
lofi,True,0.2709543000000849
lofi,True,0.3879844000002777
lofi,True,0.34739129999979923
lofi,False,0.30893709999963903
lofi,True,0.31241119999958755
lofi,True,0.34757919999992737
lofi,True,0.29304580000007263
lofi,False,0.28911010000047105
lofi,False,0.3004693000002589
lofi,True,0.2967781000006653
lofi,False,0.2926246999995783
lofi,True,0.35252680000030523
lofi,True,0.3135922999999821
lofi,True,0.2928261000006387
lofi,True,0.2728284999993775
lofi,True,0.3012834999999541
lofi,True,0.32886700000017305
lofi,True,0.3396220999993602
lofi,True,0.2851323000004413
lofi,False,0.2818485000007058
lofi,True,0.3343488000000434
lofi,False,0.3450284999998985
lofi,True,0.3067080000000715
lofi,True,0.33427060000030906
lofi,True,0.3203644000004715
lofi,True,0.21108880000065253
lofi,True,0.2665784999999232
lofi,True,0.2955076999996891
lofi,False,0.31534910000027594
lofi,False,0.3269403999993301
lofi,True,0.3850955000007161
lofi,True,0.3214480000006006
lofi,True,0.37969629999952303
lofi,True,0.4523715000004813
lofi,True,0.37018020000050456
lofi,True,0.4425125999996453
lofi,True,0.4799038999999538
lofi,False,0.3322754000000714
lofi,False,0.3507687999999689
lofi,True,0.3205509999997957
lofi,True,0.33116269999936776
lofi,True,0.3175946999999724
lofi,True,0.2807560999999623
lofi,False,0.32526190000044153
lofi,False,0.2957693999996991
lofi,True,0.4196984000000157
lofi,True,0.3861887000002753
lofi,True,0.30575129999942874
lofi,True,0.3569390000002386
lofi,True,0.3180434999994759
lofi,True,0.42502839999997377
lofi,False,0.3194943999997122
lofi,False,0.2978292999996484
lofi,True,0.29359459999977844
lofi,True,0.3216658999999709
lofi,True,0.2848777999997765
lofi,True,0.2574322000000393
lofi,True,0.3026609999997163
lofi,True,0.2739381000001231
lofi,True,0.286308700000518
lofi,False,0.282333799999833
lofi,True,0.2868272000005163
lofi,True,0.282679900000403
lofi,False,0.3192847999998776
lofi,True,0.3381594000002224
lofi,True,0.2681075000000419
lofi,True,0.2734271999997873
lofi,True,0.2699301000002379
lofi,False,0.2981684000005771
lofi,True,0.2382352000004176
lofi,False,0.3020191999994495
lofi,True,0.33768830000008165
lofi,True,0.3236887999992177
lofi,True,0.31007339999996475
lofi,True,0.3053515000001425
lofi,True,0.3325144000000364
lofi,False,0.31880899999941903
lofi,True,0.33803549999993265
lofi,True,0.3078713999993852
lofi,True,0.29539810000005673
lofi,False,0.2670208999998067
lofi,True,0.2719673999999941
lofi,False,0.3007557000000816
lofi,True,0.28877710000051593
lofi,True,0.30080180000004475
lofi,True,0.3042569999997795
lofi,False,0.26796829999966576
lofi,True,0.272849099999803
lofi,True,0.3412646999995559
lofi,True,0.3672338000005766
lofi,False,0.2721572999998898
lofi,True,0.29291250000005675
lofi,True,0.2645816999993258
lofi,True,0.30190529999981663
lofi,True,0.28977310000027506
lofi,False,0.2856369999999515
lofi,True,0.2823119000004226
lofi,True,0.27884129999984003
lofi,True,0.3393807000002198
lofi,False,0.33311610000055225
lofi,True,0.3434686000000511
lofi,False,0.321185300000252
lofi,True,0.2917332999995779
lofi,True,0.3035859000001437
lofi,True,0.2988300999995772
lofi,True,0.3185451999997895
lofi,True,0.3059633000002577
lofi,True,0.31698860000051354
lofi,False,0.3200167999993937
lofi,True,0.3067378000005192
lofi,False,0.3021011000000726
lofi,True,0.3139375000000655
lofi,True,0.2531211999994412
lofi,True,0.2663659999998345
lofi,False,0.3355225999994218
lofi,True,0.2901495000005525
lofi,True,0.34179760000006354
lofi,True,0.2715373999999429
lofi,True,0.2760975999999573
lofi,True,0.2805492999996204
lofi,False,0.3093387000008079
lofi,False,0.32091570000011416
lofi,True,0.3230311999996047
lofi,True,0.3093661000002612
lofi,True,0.3126939000003404
lofi,False,0.33157089999986056
lofi,True,0.31826379999984056
lofi,True,0.2653443999997762
lofi,True,0.3189557000005152
lofi,True,0.2341284000003725
lofi,False,0.2806481000006897
lofi,False,0.27705909999986034
lofi,True,0.3218408000002455
lofi,True,0.3402044000004025
lofi,True,0.31797509999978496
lofi,True,0.3051337999995667
lofi,False,0.3161704000003738
lofi,True,0.3114966999992248
lofi,True,0.2908189999998285
lofi,True,0.2430315999999948
lofi,True,0.3128225999998904
lofi,True,0.3078601000006529
lofi,False,0.3675632000004043
lofi,True,0.4562817999994877
lofi,True,0.26134259999980713
lofi,False,0.3066090000002077
lofi,True,0.2457424000003812
lofi,True,0.2838789999996152
lofi,True,0.4082289999996647
lofi,False,0.33518180000010034
lofi,True,0.30925290000050154
lofi,True,0.3842440999997052
lofi,True,0.2406341999994765
lofi,False,0.4466763999998875
