condition,cueValid,rt
white,False,0.3618428999998287
white,True,0.2992752000000109
white,True,0.28699000000051456
white,True,0.3229495000005045
white,True,0.285294100000101
white,False,0.34581750000052125
white,True,0.3155917000003683
white,True,0.23892090000026656
white,True,0.30055560000073456
white,True,0.2006785999992644
white,True,0.2723117000005004
white,False,0.3251522000000477
white,False,0.3033599000000322
white,True,0.2424906000005649
white,True,0.2965282000004663
white,True,0.2604388999998264
white,True,0.2417016999997941
white,True,0.2797447000002649
white,False,0.3563924999998562
white,False,0.2774656000001414
white,True,0.329984300000433
white,True,0.3083133000000089
white,True,0.25541859999975713
white,True,0.3248299999995652
white,True,0.2554211000006035
white,True,0.24497020000035266
white,True,0.3381741000002876
white,False,0.30024409999987256
white,True,0.3039115999999922
white,True,0.2833367000002909
white,False,0.3117595000003348
white,True,0.3628754000001209
white,False,0.2358001000002332
white,True,0.30612569999993866
white,True,0.27715319999970234
white,True,0.2897067000003517
white,True,0.2856584999999541
white,False,0.30627670000012586
white,True,0.3249852999997529
white,True,0.3036363999999594
white,True,0.2828511999996408
white,False,0.35118949999923643
white,True,0.2412214000005406
white,True,0.2630592000004981
white,True,0.2522859000000608
white,True,0.28958980000061274
white,True,0.3013628999997309
white,False,0.3453665999995792
white,True,0.274970100000246
white,True,0.24773869999989984
white,False,0.3495969000005061
white,False,0.31138039999950706
white,True,0.3623079000008147
white,True,0.2915334999997867
white,True,0.2954170000002705
white,True,0.28350659999978234
white,True,0.25609350000013364
white,True,0.25304639999922074
white,True,0.2582352999997965
white,False,0.4639195999998265
white,True,0.26051439999992004
white,True,0.3059429000004457
white,True,0.2447887999996965
white,False,0.32293720000052417
white,False,0.3574793000007048
white,True,0.2547727000001032
white,True,0.491965799999889
white,True,0.31121189999976195
white,True,0.21876070000053005
white,True,0.3297115999994276
white,False,0.3244663999994373
white,True,0.2708704999995461
white,True,0.2998351999995066
white,True,0.22343659999933152
white,False,0.30207679999966786
white,True,0.2577545000003738
white,True,0.2311372999993182
white,False,0.30179019999923185
white,True,0.28966810000019905
white,True,0.26947279999967577
white,True,0.3620857000005344
white,True,0.2114222999998674
white,False,0.3621782000000167
white,False,0.2994493000005605
white,True,0.2713477000006605
white,True,0.30009980000068026
white,True,0.4078668000001926
