condition,cueValid,rt
silence,False,0.2893666999989364
silence,True,0.1735653000014281
silence,True,0.2696909999995114
silence,True,0.2345738000003621
silence,True,0.2973636999995506
silence,False,0.3411705999988044
silence,True,0.2549822000000859
silence,True,0.18799229999967795
silence,False,0.2250465000015538
silence,True,0.2395366000000649
silence,True,0.22189240000079732
silence,True,0.20439009999972768
silence,True,0.12373159999879135
silence,True,0.11036109999986364
silence,True,0.04979199999979755
silence,True,0.07228530000065803
silence,True,0.07702359999893815
silence,True,0.20903379999981556
silence,False,0.3521495999993931
silence,True,0.39323960000001534
silence,True,0.3278737000000547
silence,True,0.2583095999998477
silence,True,0.2715230000012525
silence,True,0.2521759999999631
silence,True,0.009025200000905896
silence,True,0.25691360000018904
silence,True,0.2930088999983127
silence,True,0.2725580999995145
silence,True,0.12548939999942374
silence,True,0.2484799000012572
silence,True,0.2630775000016001
silence,False,0.33887729999878496
silence,False,0.2685111999999208
silence,True,0.2818442000007053
silence,True,0.2623112000001129
silence,True,0.03552630000012868
silence,True,0.2017948000011529
silence,True,0.2179255999999441
silence,False,0.3138341000012588
silence,True,0.29272519999904034
silence,True,0.33699909999995725
silence,True,0.18655989999933809
silence,True,0.28255019999960496
silence,True,0.2132464000005712
silence,True,0.21246889999929408
silence,True,0.2438973999996961
silence,True,0.2569918999997753
silence,False,0.3182386000007682
silence,True,0.4896033000004536
silence,False,0.4610603000000992
silence,True,0.2593725999995513
silence,True,0.20842869999978572
silence,True,0.11203789999854052
silence,True,0.22742900000048394
silence,True,0.2420323999995162
silence,True,0.15978529999847524
silence,True,0.1131020000011631
silence,False,0.27673700000013923
silence,True,0.32137519999923825
silence,True,0.1876353999996354
silence,True,0.07582489999913378
silence,False,0.1285240999986854
silence,True,0.24319680000007796
silence,True,0.1134407999998075
silence,False,0.23076469999978144
silence,True,0.08591209999940475
silence,True,0.1380631000010908
silence,True,0.2844303000001673
silence,True,0.21685359999901266
