targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,correct_key_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,6,0,48,7,,,,,,,,,126.04020639999999,126.53990620000013,127.25767480000013,None,126.5568403000002,127.24104729999999,127.7581868000002,None,right,1,127.7581868000002,None,None,126.5568403000002,127.74195240000017,0.5114990000001853,0.5951946000000135,1.7135205999998107,1.7966067000002113,0.33616699999993216,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
0.5,0,0,right,1,4,0,0,0,0,6,1,49,3,,,,,,,,,128.1259286999998,128.62633300000016,129.34380950000013,None,128.64300140000023,129.3273046999998,129.84449510000013,None,right,1,129.84449510000013,None,None,128.64300140000023,129.8277790000002,0.5118035000000418,0.5950434000001223,1.7132384999999886,1.7968461000000389,0.32998970000016925,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
-0.5,0,1,left,1,3,0,0,0,0,6,2,50,2,,,,,,,,,130.195835,130.69583580000017,131.41350359999979,None,130.71251170000005,131.3966829000001,131.91402169999992,None,left,1,131.91402169999992,None,None,130.71251170000005,131.89734640000006,0.5115141999999651,0.5946635000000242,1.7129874000002019,1.796407199999976,0.3242568000000574,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
0.5,180,1,right,2,4,0,0,0,0,6,3,51,6,,,,,,,,,132.26500399999986,132.7652925000002,133.48288950000006,None,132.78188910000017,133.46638699999994,133.98371180000004,None,right,1,133.98371180000004,None,None,132.78188910000017,133.96692540000004,0.5115113000001656,0.5950244999999086,1.7131281000001763,1.796456600000056,0.3186498999998548,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
-0.5,180,0,left,2,3,0,0,0,0,6,4,52,4,,,,,,,,,134.31788480000023,134.81793909999988,135.5358753999999,None,134.83470530000022,135.51907540000002,136.03649240000004,None,left,1,136.03649240000004,None,None,134.83470530000022,136.01981560000013,0.5113831000003302,0.595092300000033,1.7132531000002018,1.7969240000002173,0.3617935000002035,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
-0.5,0,1,left,1,3,0,0,0,0,6,5,53,0,,,,,,,,,136.42093459999978,136.9209237,137.63838750000014,None,136.93784779999987,137.6220447999999,138.13917410000022,None,left,1,138.13917410000022,None,None,136.93784779999987,138.1227270999998,0.5113567999997031,0.5950208999997812,1.7131329999997433,1.796743499999593,0.2751585000000887,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
0.5,180,1,right,2,4,0,0,0,0,6,6,54,5,,,,,,,,,138.4409340000002,138.94037389999994,139.6580058999998,None,138.95710210000016,139.6413131999998,140.1586981999999,None,right,1,140.1586981999999,None,None,138.95710210000016,140.1419635000002,0.511540800000148,0.5949734999999237,1.7131078000002162,1.796869499999957,0.31954170000017257,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
-0.5,0,1,left,1,3,0,0,0,0,6,7,55,1,,,,,,,,,140.50971600000003,141.00995939999984,141.72755689999985,None,141.02659330000006,141.71096799999987,142.22818039999993,None,left,1,142.22818039999993,None,None,141.02659330000006,142.21164069999986,0.5116158999999243,0.5949931000000106,1.713269699999728,1.7964775999998892,0.29807530000016413,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
0.5,180,1,right,2,4,0,0,0,0,7,0,56,7,,,,,,,,,142.54618449999998,143.04610709999997,143.76384460000008,None,143.0628410999998,143.7469176999998,144.2643581000002,None,right,1,144.2643581000002,None,None,143.0628410999998,144.2477561999999,0.5114085999998679,0.5947767999996358,1.713040799999817,1.7966863999999987,0.3098760000002585,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
0.5,0,0,right,1,4,0,0,0,0,7,1,57,3,,,,,,,,,144.5987110000001,145.0986926999999,145.8166298000001,None,145.1156504999999,145.79986770000005,146.31726720000006,None,right,1,146.31726720000006,None,None,145.1156504999999,146.30062660000021,0.5110266000001502,0.594713800000136,1.7129448000000593,1.7962243000001763,0.3529452000002493,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
-0.5,0,1,left,1,3,0,0,0,0,7,2,58,0,,,,,,,,,146.70185690000017,147.20189489999984,147.9193451000001,None,147.21826620000002,147.90288099999998,148.4201723000001,None,left,1,148.4201723000001,None,None,147.21826620000002,148.4035259000002,0.511524499999723,0.5948503999998138,1.713141799999903,1.7964954999997644,0.3141179999997803,,,,,nat_1,001,2020_Jan_31_1418,posner,3.1.5,59.96339834168466,
