targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,early_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,180,0,left,2,3,0,0,0,0,0,0,0,4,1.8900000213761814e-05,0.0928829999993468,90.32285320000028,None,1.359999987471383e-05,0.09974590000001626,92.20846810000057,None,92.54586199999994,93.04318180000064,93.76092060000065,None,93.06012929999997,93.74398700000074,94.26134600000023,None,left,1,0.29562040000018897,94.26134600000023,None,None,93.06012929999997,94.24482790000002,0.506387999999788,0.5895817000000534,1.7080131000002439,1.7915125999998054,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,7,,,,,,,,,94.5803876,95.07932410000012,95.7967363000007,None,95.09575600000062,95.78024550000009,96.29766640000071,None,right,1,0.26715389999935724,96.29766640000071,None,None,95.09575600000062,96.28081310000016,0.5104476999995313,0.5937496999995346,1.7119199999997363,1.7952164999996967,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,2,,,,,,,,,96.58176450000065,97.08202690000053,97.79983390000052,None,97.09870450000017,97.78307220000079,98.30063650000011,None,left,1,0.2403188999996928,98.30063650000011,None,None,97.09870450000017,98.28353870000046,0.5118357999999716,0.5952062999995178,1.7133346999999048,1.7969038000001092,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,180,1,right,2,4,0,0,0,0,0,3,3,6,,,,,,,,,98.5683080000008,99.06809030000022,99.78565170000002,None,99.0845945000001,99.76908270000058,100.28626990000066,None,right,1,0.28635640000084095,100.28626990000066,None,None,99.0845945000001,100.27018690000023,0.5114647999998851,0.5948366000002352,1.7135327000005418,1.7965844999998808,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,180,1,right,2,4,0,0,0,0,0,4,4,5,,,,,,,,,100.60387010000068,101.1040238000005,101.82181060000039,None,101.1209343999999,101.80515110000033,102.32285040000079,None,right,1,0.2018755000008241,102.32285040000079,None,None,101.1209343999999,102.3057587000003,0.5116141000007701,0.5955209000003379,1.713334500000201,1.7971410000000105,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,0,1,left,1,3,0,0,0,0,0,5,5,1,,,,,,,,,102.5403296000004,103.0400337000001,103.75804719999996,None,103.05695470000046,103.74127170000065,104.2586953,None,left,1,0.2420486000000892,104.2586953,None,None,103.05695470000046,104.2420931000006,0.5113242000006721,0.5949588000003132,1.7133601000005,1.7964577000002464,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,0,1,left,1,3,0,0,0,0,0,6,6,0,,,,,,,,,104.52646430000004,105.02613120000024,105.74379430000045,None,105.04300280000007,105.72754830000031,106.24458520000007,None,right,0,0.19227040000077977,106.24458520000007,None,None,105.04300280000007,106.22803320000003,0.511119100000542,0.5950653999998394,1.7129995000004783,1.796331800000189,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,0,0,right,1,4,0,0,0,0,0,7,7,3,,,,,,,,,106.46244410000054,106.96214620000046,107.67999730000065,None,106.9790696,107.66343310000047,108.18074380000053,None,right,1,0.2959899999996196,108.18074380000053,None,None,106.9790696,108.16394160000073,0.5116373999999269,0.5949964000001273,1.7134097000007387,1.7967195999999603,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,180,0,left,2,3,0,0,0,0,1,0,8,4,,,,,,,,,108.49888499999997,108.99853330000042,109.71591489999992,None,109.01492770000004,109.69923110000036,110.21677390000059,None,left,1,0.27598779999971157,110.21677390000059,None,None,109.01492770000004,110.2002136000001,0.5116687999998248,0.5949462999997195,1.713334300000497,1.7966025000005175,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,180,1,right,2,4,0,0,0,0,1,1,9,6,,,,,,,,,110.5177846000006,111.01805740000054,111.73537230000056,None,111.03452940000079,111.71879790000003,112.23597130000053,None,right,1,0.224814599999263,112.23597130000053,None,None,111.03452940000079,112.21958369999993,0.512050299999828,0.5953435000001264,1.7135608999997203,1.7968147999999928,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,0,1,left,1,3,0,0,0,0,1,2,10,0,,,,,,,,,112.48762500000066,112.98717519999991,113.70473110000057,None,113.0042841000004,113.68834140000035,114.20549250000022,None,left,1,0.2553878999997323,114.20549250000022,None,None,113.0042841000004,114.18896010000026,0.5115622000002986,0.5950061000003188,1.7132852000004277,1.7968401999996786,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
-0.5,0,1,left,1,3,0,0,0,0,1,3,11,2,,,,,,,,,114.49006379999992,114.9900533,115.70763440000064,None,115.0071168000004,115.69111220000013,116.20848860000024,None,right,0,0.21222209999996267,116.20848860000024,None,None,115.0071168000004,116.19158640000023,0.5114647000000332,0.59495379999953,1.71298619999925,1.7964623999996547,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
0.5,180,1,right,2,4,0,0,0,0,1,4,12,7,,,,,,,,,116.44288480000068,116.94277980000061,117.66040080000039,None,116.9596347000006,117.64353420000043,118.16118989999995,None,right,1,0.259604799999579,118.16118989999995,None,None,116.9596347000006,118.1443003000004,0.5116341999992073,0.5949630999994042,1.7131400999996913,1.7966322999991462,,,,,,lucie_3,001,2020_Feb_06_1342,posner,3.1.5,59.99588428221086,
