targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,early_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,6,1.8599999748403206e-05,0.09788649999973131,95.32625000000007,None,1.3700000636163168e-05,0.09959660000004078,97.21189520000007,None,97.55230970000048,98.06303889999981,98.76406289999977,None,98.06303889999981,98.74772740000026,99.26495140000043,None,right,1,0.3754351999996288,99.26495140000043,None,None,98.06303889999981,99.24816090000058,0.5032608000001346,0.6034421000003931,1.7050570999999763,1.7885140000007596,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,0,1,left,1,3,0,0,0,0,0,1,1,2,,,,,,,,,99.66636560000006,100.16605989999971,100.88371000000006,None,100.18272720000004,100.86702820000028,101.38449050000054,None,left,1,0.24790279999979248,101.38449050000054,None,None,100.18272720000004,101.36784510000052,0.5104716000005283,0.5940161999997144,1.7122316000004503,1.7954454999999143,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
0.5,180,1,right,2,4,0,0,0,0,0,2,2,5,,,,,,,,,101.65233379999972,102.15214680000008,102.86983130000044,None,102.16894649999995,102.85297150000042,103.37061189999986,None,right,1,0.4216281999997591,103.37061189999986,None,None,102.16894649999995,103.35395330000028,0.5114401000000726,0.5948869000003469,1.7132564000003185,1.7966616000003341,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
0.5,0,0,right,1,4,0,0,0,0,0,3,3,3,,,,,,,,,103.8211422000004,104.32177330000013,105.03952389999995,None,104.33860910000021,105.02267889999985,105.54005570000027,None,right,1,0.3242172999998729,105.54005570000027,None,None,104.33860910000021,105.52340980000008,0.5123161999999866,0.5957210000005944,1.7139272000003984,1.7973359000006894,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,0,1,left,1,3,0,0,0,0,0,4,4,0,,,,,,,,,105.89140889999999,106.3912320999998,107.10914010000033,None,106.40805799999998,107.09209050000027,107.60982070000045,None,left,1,0.27045060000000376,107.60982070000045,None,None,106.40805799999998,107.59299050000027,0.5113970000002155,0.5949491999999736,1.7131360000003042,1.7965774000003876,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
0.5,180,1,right,2,4,0,0,0,0,0,5,5,7,,,,,,,,,107.91076640000028,108.41075060000003,109.12847310000052,None,108.42739230000007,109.11162520000016,109.62922500000059,None,right,1,0.26716680000026827,109.62922500000059,None,None,108.42739230000007,109.61225220000051,0.5115544999998747,0.5948875999993106,1.7130406999995103,1.7966216999993776,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,180,0,left,2,3,0,0,0,0,0,6,6,4,,,,,,,,,109.9131969,110.41337180000028,111.13136630000008,None,110.4300901000006,111.11451500000021,111.63172709999981,None,left,1,0.2727248999999574,111.63172709999981,None,None,110.4300901000006,111.61498940000001,0.511566899999707,0.5950085000004037,1.7131498999997348,1.7966968999999153,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,0,1,left,1,3,0,0,0,0,0,7,7,1,,,,,,,,,111.93324190000021,112.43282379999982,113.15061570000034,None,112.4496852000002,113.13401140000042,113.65107200000057,None,left,1,0.333289700000023,113.65107200000057,None,None,112.4496852000002,113.63465330000054,0.5114958000003753,0.5950590000002194,1.7133051999999225,1.7966829000006328,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,2,,,,,,,,,114.00265260000015,114.50236210000003,115.22012080000059,None,114.51926370000001,115.20345760000055,115.72072920000028,None,left,1,0.2476144000002023,115.72072920000028,None,None,114.51926370000001,115.70424700000058,0.5113165000002482,0.5949270999999499,1.7131769999996322,1.7963393999998516,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
-0.5,0,1,left,1,3,0,0,0,0,1,1,9,1,,,,,,,,,115.98854910000045,116.48862290000034,117.20623859999978,None,116.50521410000056,117.18954360000043,117.70700780000061,None,left,1,0.2852978000000803,117.70700780000061,None,None,116.50521410000056,117.69029030000002,0.5116571999997177,0.594950499999868,1.7133112000001347,1.7967173999995794,,,,,,prithik_2,001,2020_Feb_05_1235,posner,3.1.5,59.964153428812175,
