targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,early_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,7,1.8400000044493936e-05,0.09222039999986009,24.979839900000115,None,1.4400000509340316e-05,0.09974070000043866,26.865349000000606,None,27.202919300000758,27.700095900000633,28.41779829999996,None,27.71690320000016,28.400950100000045,28.918449800000417,None,right,1,0.3475908000000345,28.918449800000417,None,None,27.71690320000016,28.901544100000137,0.506486500000392,0.5899933000000601,1.707911200000126,1.791411600000174,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,5,,,,,,,,,29.28767880000032,29.786039900000105,30.503867700000228,None,29.802758000000722,30.4872318000007,31.004572400000143,None,right,1,0.3013760000003458,31.004572400000143,None,None,29.802758000000722,30.987910800000463,0.5099612999993042,0.5936695000000327,1.711806099999194,1.7950601999991704,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,0,,,,,,,,,31.321972100000494,31.822169100000792,32.54003260000081,None,31.839113900000484,32.52318220000052,33.04073200000039,None,left,1,0.3291735000002518,33.04073200000039,None,None,31.839113900000484,33.02383439999994,0.5119350000004488,0.5954010000004928,1.713581100000738,1.7975427000001218,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
-0.5,180,0,left,2,3,0,0,0,0,0,3,3,4,,,,,,,,,33.39166770000065,33.89178979999997,34.6096804000008,None,33.90858710000066,34.592755800000305,35.11047620000045,None,left,1,0.3554346999999325,35.11047620000045,None,None,33.90858710000066,35.093399400000635,0.5117899000006219,0.59521980000045,1.7133785000005446,1.7968780000001061,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
-0.5,0,1,left,1,3,0,0,0,0,0,4,4,1,,,,,,,,,35.49479950000023,35.99472690000039,36.71236790000057,None,36.01156130000072,36.69565330000023,37.21316480000041,None,left,1,0.37288139999964187,37.21316480000041,None,None,36.01156130000072,37.196492500000204,0.5117103000002317,0.5952188999999635,1.7134169000000838,1.796907299999475,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
0.5,180,1,right,2,4,0,0,0,0,0,5,5,6,,,,,,,,,37.614499700000124,38.114226300000155,38.831939200000306,None,38.13107080000009,38.81522580000001,39.33254410000063,None,right,1,0.301325899999938,39.33254410000063,None,None,38.13107080000009,39.31606080000074,0.5116814000002705,0.5953669999998965,1.713494399999945,1.7967909999997573,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
-0.5,0,1,left,1,3,0,0,0,0,0,6,6,2,,,,,,,,,39.65021180000076,40.150587500000256,40.8682060000001,None,40.16703080000025,40.8513937000007,41.36892930000067,None,left,1,0.32891399999971327,41.36892930000067,None,None,40.16703080000025,41.352071199999955,0.5121337000000494,0.5953300000001036,1.7136073000001488,1.797181100000671,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
0.5,0,0,right,1,4,0,0,0,0,0,7,7,3,,,,,,,,,41.720187000000806,42.22021230000064,42.937656200000674,None,42.23666360000061,42.920888300000115,43.43835440000021,None,right,1,0.3236378000001423,43.43835440000021,None,None,42.23666360000061,43.42144720000033,0.5116661000001841,0.5947890999996162,1.7128724000003785,1.7965305999996417,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,0,,,,,,,,,43.78941269999996,44.28953470000033,45.0073366000006,None,44.30685090000043,44.9905974000003,45.507757700000184,None,left,1,0.3501359000001685,45.507757700000184,None,None,44.30685090000043,45.49107980000008,0.5118879000001471,0.5951180000001841,1.7134052999999767,1.7966821999998501,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
0.5,0,0,right,1,4,0,0,0,0,1,1,9,3,,,,,,,,,45.875849500000186,46.37552010000036,47.0932358,None,46.39218980000078,47.07661069999995,47.5939285000004,None,right,1,0.2959037000000535,47.5939285000004,None,None,46.39218980000078,47.57730850000007,0.5112520000002405,0.5949024000001373,1.7130095000002257,1.7966270000006261,,,,,,prithik_1,001,2020_Feb_05_1222,posner,3.1.5,59.89645101548982,
