condition,cueValid,rt
white,True,0.3125258000000031
white,False,0.2996808000007149
white,False,0.263841400000274
white,True,0.26086320000013075
white,True,0.2420462000000043
white,True,0.23217789999944216
white,True,0.2229820999991716
white,False,0.2503876000000673
white,True,0.16009690000009869
white,True,0.257479300000341
white,True,0.3267151000000013
white,True,0.24134200000025885
white,True,0.2071562000000995
white,False,0.31848570000056503
white,False,0.2575261000001774
white,False,0.3027260999997452
white,True,0.29798830000072485
white,True,0.2940367000001061
white,True,0.2418155000004845
white,True,0.3515927999997075
white,True,0.3452962999999727
white,True,0.3872263999992356
white,False,0.2828473999998096
white,True,0.2793632000002617
white,False,0.3158422999995309
white,True,0.2871423999995386
white,True,0.30681249999997817
white,True,0.3340884999997797
white,True,0.2646625999996104
white,True,0.2940765000003012
white,True,0.2656528999996226
white,False,0.35101570000006177
white,True,0.4181874000005337
white,True,0.2092210000000705
white,True,0.2244196000001466
white,True,0.28715100000044913
white,False,0.23491270000067746
white,True,0.27364330000000336
white,False,0.31028890000015963
white,True,0.281354900000224
white,False,0.3739473999994516
white,True,0.2782301000006555
white,True,0.2429591999998593
white,True,0.3048105999996551
white,True,0.2918819999995321
white,True,0.29586939999990136
white,True,0.22752219999983936
white,True,0.25832420000006096
white,False,0.3516838999994434
white,True,0.2768122999996194
white,True,0.2174246000004132
white,True,0.20877560000008089
white,False,0.2318418000004385
white,False,0.27847320000000764
white,True,0.21123979999993026
white,True,0.24226050000015675
white,True,1.7141666999996232
white,True,0.17732629999954952
white,True,0.25007929999992484
white,True,0.10402789999989183
white,False,0.3552515999999741
white,True,0.22044490000007502
white,False,0.2833326999998462
white,True,0.3035884999999325
white,True,0.2586363000000347
white,True,0.3681333999993512
white,True,0.3372664999997141
white,True,0.22690330000023096
white,True,0.24150229999941075
white,True,0.20745090000036728
white,True,0.2387560000006488
white,False,0.2527120000004288
white,False,0.2502696999999898
white,True,0.28793170000062673
white,True,0.3562775000000329
white,True,0.30120179999994434
white,True,0.23298799999975014
white,True,0.2477165000000241
white,True,0.14146719999916968
white,True,0.1994737000004534
white,False,0.3276093000004039
white,False,0.278449699999328
