targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,7,1.6199999663513154e-05,0.09519949999958044,27.746793099999195,None,1.3699999726668466e-05,0.09961780000048748,29.632447999999386,None,29.97530999999981,30.48380199999974,31.18478959999993,None,30.48380199999974,31.18478959999993,31.68553239999983,None,right,1,0.2825719000002209,31.68553239999983,None,None,30.48380199999974,31.68553239999983,0.5011379000006855,0.6014321000002383,1.7028962000003958,1.8030046000003495,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,6,,,,,,,,,31.987823199999184,32.486718799999835,33.204256999999416,None,32.503353199999765,33.18779519999953,33.7050421999993,None,right,1,0.3429105000004711,33.7050421999993,None,None,32.503353199999765,33.688893599999574,0.5106191000004401,0.5939599000003,1.7127662000002601,1.7955948999997418,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,1,,,,,,,,,34.07262399999945,34.57285209999918,35.2906309,None,34.589809799999784,35.27376949999962,35.79130389999955,None,left,1,0.27285889999984647,35.79130389999955,None,None,34.589809799999784,35.77440689999912,0.5115759000000253,0.5949795000005906,1.7131197000007887,1.7969394000001557,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,0,1,left,1,3,0,0,0,0,0,3,3,0,,,,,,,,,36.092333899999176,36.592350399999304,37.309853299999304,None,36.60907109999971,37.2932538999994,37.810880899999574,None,left,1,0.30112540000027366,37.810880899999574,None,None,36.60907109999971,37.793775499999356,0.5118007000000944,0.5949221999999281,1.7132034999995085,1.7969675999993342,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,180,0,left,2,3,0,0,0,0,0,4,4,4,,,,,,,,,38.128462099999524,38.628543799999534,39.34601449999991,None,38.64500659999976,39.3295178999997,39.84676329999911,None,left,1,0.34551310000006197,39.84676329999911,None,None,38.64500659999976,39.83019899999999,0.5116486000006262,0.5950983000002452,1.7132870000004914,1.796450800000457,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
0.5,0,0,right,1,4,0,0,0,0,0,5,5,3,,,,,,,,,40.2143231,40.71461889999955,41.432227299999795,None,40.731283499999336,41.41562589999921,41.93315719999919,None,right,1,0.3229319000001851,41.93315719999919,None,None,40.731283499999336,41.916272199999185,0.5119733000001361,0.5955230999998093,1.7136153999999806,1.79704270000002,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,0,1,left,1,3,0,0,0,0,0,6,6,2,,,,,,,,,42.28401979999944,42.7840213999998,43.50201179999931,None,42.800954599999386,43.48506699999962,44.00261749999936,None,left,1,0.2535005000008823,44.00261749999936,None,None,42.800954599999386,43.98582679999981,0.5112785999999687,0.5949095999994825,1.7130639999995765,1.7964062999999442,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
0.5,180,1,right,2,4,0,0,0,0,0,7,7,5,,,,,,,,,44.286841999999524,44.78705589999936,45.50444729999981,None,44.80348509999931,45.487798699999985,46.00522789999923,None,right,1,0.298740799999905,46.00522789999923,None,None,44.80348509999931,45.98876929999915,0.5117964000000939,0.5952225000000908,1.7134953000004316,1.796695400000317,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,0,,,,,,,,,46.322976199999175,46.82305639999959,47.54063479999968,None,46.839800199999445,47.52423119999912,48.041496499999994,None,left,1,0.31055149999974674,48.041496499999994,None,None,46.839800199999445,48.02491479999935,0.5116920000000391,0.5951834999996208,1.7135349999998652,1.7970357999993212,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
-0.5,0,1,left,1,3,0,0,0,0,1,1,9,2,,,,,,,,,48.37626309999996,48.87569329999951,49.59332379999978,None,48.89249219999965,49.576889399999345,50.094190299999354,None,left,1,0.3218114000001151,50.094190299999354,None,None,48.89249219999965,50.07749759999933,0.5114462999999887,0.5950083999996423,1.7132291999996596,1.7967216999995799,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
0.5,180,1,right,2,4,0,0,0,0,1,2,10,7,,,,,,,,,50.44517619999988,50.945317599999726,51.66289499999948,None,50.96205419999933,51.64618579999933,52.16371199999958,None,right,1,0.3642885999997816,52.16371199999958,None,None,50.96205419999933,52.14709969999967,0.5115067999995517,0.5950990999999703,1.7132674000004045,1.7967627999996694,,,,,nat_2,001,2020_Jan_31_1432,posner,3.1.5,59.977568389574394,
