condition,cueValid,rt
lofi,True,0.424050100000386
lofi,True,0.36890970000058587
lofi,False,0.3723104999999123
lofi,False,0.3826721000004909
lofi,True,0.3293739999999161
lofi,True,0.4784689999996772
lofi,True,0.3007231999999931
lofi,True,0.4589587999998912
lofi,True,0.31397629999992205
lofi,True,0.35155959999974584
lofi,True,0.3316322000000582
lofi,True,0.3280243999997765
lofi,True,0.3332116000001406
lofi,False,0.42494339999939257
lofi,False,0.31440590000056545
lofi,False,0.3388074999993478
lofi,True,0.31078120000074705
lofi,True,0.3080344999998488
lofi,False,0.3932622000002084
lofi,True,0.3156378000003315
lofi,True,0.3368194000004223
lofi,True,0.42088650000005146
lofi,True,0.3336608999998134
lofi,True,0.3622285999999804
lofi,True,0.34141150000050396
lofi,False,0.3295687999998336
lofi,True,0.3824356000004627
lofi,True,0.4248755999997229
lofi,False,0.4176004000000829
lofi,True,0.4589153999995688
lofi,True,0.4258319000000483
lofi,True,0.306934000000183
lofi,True,0.3681784999998854
lofi,False,0.4278647999999521
lofi,True,0.3478757000002588
lofi,True,0.3120696999994834
lofi,True,0.3735189999997601
lofi,True,0.32826120000027004
lofi,False,0.4528788999996322
lofi,False,0.4598273999999946
lofi,True,0.3556632999998328
lofi,True,0.35102809999989404
lofi,False,0.3389134999997623
lofi,True,0.4310226999996303
lofi,True,0.3436764000007315
lofi,True,0.33173100000021805
lofi,True,0.328688499999771
lofi,False,0.3570454000000609
lofi,True,0.33647910000036063
lofi,True,0.33216859999993176
lofi,True,0.33714340000005905
lofi,True,0.33315119999952003
lofi,False,0.3779404000006252
lofi,True,0.3726083000001381
lofi,True,0.23904770000081044
lofi,True,0.5913443000008556
lofi,True,0.3851724000005561
lofi,False,0.3557864000003974
lofi,False,0.375190400000065
lofi,True,0.3539022000004479
lofi,True,0.3812465999999404
lofi,True,0.4238202000005913
lofi,True,0.4005374999997002
lofi,False,0.4184263000006467
lofi,True,0.3391255999995337
lofi,True,0.367507600000863
lofi,True,0.4506018000001859
lofi,False,0.4182945000002292
lofi,True,0.3956743999997343
lofi,True,0.4060787000007622
lofi,True,0.5831725999996706
lofi,True,0.3135675000003175
lofi,True,0.4069582000001901
lofi,True,0.3765712000003987
lofi,True,0.4668868999997358
lofi,False,0.3786251000001357
lofi,True,0.3573097999997117
lofi,True,0.3602712000001702
lofi,False,0.3716890000005151
lofi,False,0.5343058999997083
lofi,True,0.6592869000005521
lofi,True,0.3305215000000317
lofi,True,0.4150856000005661
lofi,True,0.39232389999961015
lofi,False,0.4740920000003826
lofi,True,0.40089910000006057
lofi,True,0.31501639999987674
