condition,cueValid,rt
lofi,True,0.2735972000000402
lofi,False,0.2859668999999485
lofi,True,0.33014249999996537
lofi,False,0.3005628999999317
lofi,True,0.3201516999997693
lofi,True,0.34688999999980297
lofi,True,0.3245418000001337
lofi,True,0.3189700000002631
lofi,True,0.3452965999999833
lofi,False,0.3151888000002145
lofi,True,0.3105434999997669
lofi,False,0.2736735999997109
lofi,True,0.2622516999999789
lofi,True,0.3716552999999294
lofi,True,0.3078292000000147
lofi,True,0.2948934000000918
lofi,False,0.2588484000002609
lofi,True,0.3761146000001645
lofi,True,0.3364421999999649
lofi,False,0.3381099999996877
lofi,True,0.4040076999999656
lofi,True,0.38716569999996864
lofi,True,0.21085600000014887
lofi,True,0.330003200000192
lofi,False,0.2607877999998891
lofi,True,0.3299317999999403
lofi,True,0.3404389000002084
lofi,False,0.3180428000000575
lofi,True,0.2895598000000064
lofi,True,0.3734792999998717
lofi,True,0.3736586999998508
lofi,True,0.32598049999978684
lofi,True,0.4081538000000364
lofi,False,0.3675966000000699
lofi,True,0.2564690999997765
lofi,False,0.3577642999998716
lofi,True,0.3269074000004366
lofi,True,0.2491440999997394
lofi,True,0.31958069999973304
lofi,True,0.24989000000005035
lofi,False,0.35176400000000285
lofi,True,0.31349989999989697
lofi,True,0.2767390999997588
lofi,True,0.2733055000003333
lofi,False,0.3017291999999543
lofi,True,0.3535061000002315
lofi,True,0.29851360000020577
lofi,True,0.28658919999998034
lofi,True,0.2666027000000213
lofi,True,0.26379229999975
lofi,True,0.2207391000001735
lofi,True,0.3236435000003439
lofi,False,0.3018993999999111
lofi,True,0.30622859999994034
lofi,False,0.29313319999982923
lofi,True,0.36125929999980144
lofi,False,0.4021784000001389
lofi,True,0.3540696999998545
lofi,True,0.3631083999998737
lofi,False,0.4520954999998139
lofi,True,0.30592169999999896
lofi,True,0.27698240000017904
lofi,True,0.3615884000000733
lofi,False,0.30687070000021777
lofi,True,0.2457499000001917
lofi,True,0.3559539000002587
lofi,True,0.27696229999992283
lofi,False,0.2976546999998391
lofi,True,0.2932017000002816
lofi,True,0.39303679999966334
lofi,True,0.3368986000000405
lofi,True,0.2987060999998903
lofi,False,0.3506327000000056
lofi,True,0.3203324999999495
lofi,False,0.3465959000000112
lofi,True,0.29244070000004285
lofi,True,0.2806221999999252
lofi,True,0.33317369999986113
lofi,True,0.2634290999999393
lofi,False,0.2767054999999345
lofi,True,0.3372194000003219
lofi,True,0.21898899999996504
lofi,True,0.32154979999995703
lofi,True,0.2361065999998573
lofi,True,0.18619679999983416
lofi,False,0.3300057999999808
lofi,True,0.2285694000001968
lofi,True,0.2399559000004956
lofi,True,0.2858535000004849
lofi,True,0.25775079999948497
lofi,False,0.3189332000001741
lofi,True,0.2503884999996444
lofi,True,0.2561826999999539
lofi,False,0.29339759999948
lofi,True,0.2649855999998181
lofi,True,0.3088796000001821
lofi,True,0.31215140000040265
lofi,True,0.27538259999982984
lofi,True,0.2796154999996361
lofi,True,0.4280752999993638
lofi,False,0.34687789999952656
lofi,True,0.2845819000003757
lofi,True,0.3050683999999819
lofi,True,0.2603083000003608
lofi,True,0.2733889999999519
lofi,False,0.4218876999993881
lofi,False,0.3326021999992008
lofi,True,0.2387541999996756
lofi,True,0.3248591000001397
lofi,True,0.23942429999988235
lofi,True,0.2530348000000231
lofi,True,0.24231890000010026
lofi,True,0.2960859000004348
lofi,True,0.2602080000006026
lofi,True,0.3134481999995842
lofi,True,0.23647019999953045
lofi,False,0.3465756000005058
lofi,False,0.292298700000174
lofi,False,0.3361419000002571
lofi,True,0.39412719999927504
lofi,True,0.34563729999990755
lofi,False,0.35572659999979805
lofi,True,0.32968069999969885
lofi,True,0.31623339999987365
lofi,True,0.2954276000000391
lofi,False,0.3314578999998048
lofi,True,0.2615512000002127
lofi,False,0.34694129999934376
lofi,True,0.2686520000006567
lofi,True,0.2820155999997951
lofi,True,0.2785609000002296
lofi,True,0.3071702000006553
lofi,True,0.2944491999996899
lofi,True,0.2819588999991538
lofi,False,0.3104583000003913
lofi,True,0.2660817999994833
lofi,True,0.2552218000000721
lofi,False,0.30040209999970097
lofi,True,0.2563804000001255
lofi,True,0.2612662999999884
lofi,True,0.3386588999992455
lofi,False,0.2764145999999528
lofi,True,0.3210218000003806
lofi,True,0.2996552000004158
lofi,True,0.2792722000003778
lofi,False,0.3559176999997362
lofi,True,0.3571780000002036
lofi,True,0.2861244999994597
lofi,True,0.2499930000003588
lofi,False,0.3120746999993571
lofi,False,0.3231937000000471
lofi,True,0.34956179999971937
lofi,True,0.2313011999995069
lofi,True,0.2861283000002004
lofi,True,0.3220371999996132
lofi,True,0.2361088999996355
lofi,True,0.36212890000024345
lofi,True,0.2912406999994346
lofi,False,0.2791296000004877
lofi,True,0.2598658999995678
lofi,True,0.20887779999975464
lofi,True,0.3042348999997557
lofi,False,0.3557664999998451
lofi,True,0.3726612999998906
lofi,True,0.4048882000006415
lofi,True,0.34806860000026063
lofi,False,0.3340828000000329
lofi,True,0.27243300000009185
lofi,True,0.2450559999997495
lofi,False,0.3387472000003981
lofi,True,0.35640760000023874
lofi,True,0.2936040999993565
lofi,True,0.29754270000012184
lofi,True,0.2829887999996572
lofi,True,0.2954147000000376
lofi,True,0.3236802000001262
lofi,True,0.3818960999997216
lofi,True,0.3261966999998549
lofi,False,0.2968308999998044
lofi,True,0.2447471000004953
lofi,False,0.3945063999999547
lofi,True,0.2822599999999511
lofi,False,0.3748047999997653
lofi,False,0.3110999000000447
lofi,True,0.3302667999996629
lofi,True,0.2847066000003906
lofi,True,0.2413725000005797
lofi,True,0.2635847000001377
