targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,early_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,180,0,left,2,3,0,0,0,0,0,0,0,4,1.6899999991437653e-05,0.09451549999994313,30.983868599999823,None,1.3600000784208532e-05,0.09930729999996402,32.86947559999999,None,33.20752510000011,33.703979999999774,34.4217064999998,None,33.72102919999952,34.40505639999947,34.92243019999978,None,left,1,0.2919772000004741,34.92243019999978,None,None,33.72102919999952,34.905804100000296,0.5056747999997242,0.5889680999998745,1.7074769000000742,1.7910260999997263,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,0,0,right,1,4,0,0,0,0,0,1,1,3,,,,,,,,,35.24070309999979,35.74015780000036,36.45764910000025,None,35.75661889999947,36.44112040000027,36.958398499999475,None,right,1,0.2959319999999934,36.958398499999475,None,None,35.75661889999947,36.94179849999955,0.5104780000001483,0.5938974000000599,1.712106500000118,1.7954552000001058,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
-0.5,0,1,left,1,3,0,0,0,0,0,2,2,2,,,,,,,,,37.276253100000304,37.776254799999606,38.4939647999995,None,37.793073399999685,38.477174500000274,38.99493759999996,None,left,1,0.22742870000001858,38.99493759999996,None,None,37.793073399999685,38.97785470000008,0.5113888999994742,0.5949676999998701,1.712976300000264,1.796630799999548,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,180,1,right,2,4,0,0,0,0,0,3,3,7,,,,,,,,,39.24579810000023,39.74566040000036,40.46339709999984,None,39.7623509,40.4464995000003,40.9641945999997,None,right,1,0.24221509999915725,40.9641945999997,None,None,39.7623509,40.94730289999961,0.5116333999994822,0.595093399999314,1.7132588999993459,1.7967690999994375,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
-0.5,0,1,left,1,3,0,0,0,0,0,4,4,0,,,,,,,,,41.23149270000022,41.73199059999979,42.4493023,None,41.74829720000025,42.432962999999745,42.95014709999987,None,left,1,0.2961059999997815,42.95014709999987,None,None,41.74829720000025,42.93341600000031,0.5123514999995677,0.5956367999997383,1.7137659999998505,1.7970612999997684,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
-0.5,0,1,left,1,3,0,0,0,0,0,5,5,1,,,,,,,,,43.268016100000295,43.767717600000196,44.485495499999615,None,43.78468370000019,44.46878069999957,44.9860563999996,None,left,1,0.2683523999994577,44.9860563999996,None,None,43.78468370000019,44.969666999999845,0.511399199999687,0.5950215000002572,1.7133254999998826,1.7965985999999248,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,180,1,right,2,4,0,0,0,0,0,6,6,5,,,,,,,,,45.27085669999951,45.77075229999946,46.48820680000017,None,45.78721369999994,46.47148969999989,46.98897530000022,None,right,1,0.24944870000035735,46.98897530000022,None,None,45.78721369999994,46.972237999999834,0.511699700000463,0.595078299999841,1.7131664999997156,1.7967521999999008,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,180,1,right,2,4,0,0,0,0,0,7,7,6,,,,,,,,,47.25673830000005,47.75658869999961,48.47453009999981,None,47.773512299999766,48.45765230000006,48.9748711999996,None,right,1,0.2475942999999461,48.9748711999996,None,None,47.773512299999766,48.95820930000036,0.5114721999998437,0.595035999999709,1.7130535999995118,1.79658819999986,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,180,1,right,2,4,0,0,0,0,1,0,8,5,,,,,,,,,49.242281499999535,49.74288149999984,50.46052399999962,None,49.759397700000136,50.44394719999991,50.961382400000275,None,right,1,0.22088800000074116,50.961382400000275,None,None,49.759397700000136,50.9446439999997,0.5114517000001797,0.5947657000006075,1.7132025999999314,1.7963889000002382,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
0.5,180,1,right,2,4,0,0,0,0,1,1,9,7,,,,,,,,,51.21212200000036,51.71211770000036,52.43031569999994,None,51.72879729999977,52.41317449999997,52.9306031000001,None,right,1,0.3237123999997493,52.9306031000001,None,None,51.72879729999977,52.914078000000245,0.5116433000002871,0.5950542000000496,1.7135798000008435,1.7967139000002135,,,,,,lucie_1,001,2020_Feb_06_1316,posner,3.1.5,59.94535381540085,
