45.9136 	WARNING 	User requested fullscreen with size [600 600], but screen is actually [1920, 1080]. Using actual size
46.7295 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D33F358A20>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D33F40D278>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
46.7295 	EXP 	window1: recordFrameIntervals = False
46.8966 	EXP 	window1: recordFrameIntervals = True
47.0798 	EXP 	window1: recordFrameIntervals = False
47.1918 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Start', units='height', win=Window(...), wrapWidth=1)
47.1924 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
47.1961 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
47.1978 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
47.2089 	EXP 	Created cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='images/arrow-left.png', interpolate=True, mask=None, maskParams=None, name='cue', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([0.1, 0.1]), texRes=128, units='height', win=Window(...))
47.2108 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/circle_red.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.15, 0.15]), texRes=128, units='height', win=Window(...))
47.2346 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Please take a 60 second break.', units='height', win=Window(...), wrapWidth=1)
47.2349 	EXP 	Created sequence: random, trialTypes=1, nReps=3, seed=None
47.4634 	EXP 	New trial (rep=0, index=0): None
48.4816 	EXP 	text_2: autoDraw = True
50.2672 	EXP 	text_2: autoDraw = False
50.3840 	EXP 	text: autoDraw = True
50.4807 	EXP 	Imported conditions.csv as conditions, 8 conditions, 6 params
50.4810 	EXP 	Created sequence: random, trialTypes=8, nReps=11, seed=None
50.7066 	EXP 	New trial (rep=0, index=0): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('pin_cue', 2), ('pin_target', 4)])
50.7159 	EXP 	text: autoDraw = False
50.7159 	EXP 	cue: ori = 180.0
50.7159 	EXP 	target: pos = array([0.5, 0. ])
50.7159 	EXP 	fixation_1: autoDraw = True
51.2188 	EXP 	fixation_1: autoDraw = False
51.2352 	EXP 	cue: autoDraw = True
51.9197 	EXP 	cue: autoDraw = False
51.9363 	EXP 	fixation_2: autoDraw = True
52.4368 	EXP 	target: autoDraw = True
52.6775 	EXP 	New trial (rep=0, index=1): OrderedDict([('targetX', -0.5), ('cueOri', 0), ('congr', 1), ('corrAns', 'left'), ('pin_cue', 1), ('pin_target', 3)])
52.6799 	DATA 	Keypress: right
52.6886 	EXP 	fixation_1: autoDraw = False
52.6886 	EXP 	fixation_2: autoDraw = False
52.6886 	EXP 	cue: autoDraw = False
52.6886 	EXP 	target: autoDraw = False
52.6886 	EXP 	cue: ori = 0.0
52.6886 	EXP 	target: pos = array([-0.5,  0. ])
52.6886 	EXP 	fixation_1: autoDraw = True
53.1879 	EXP 	fixation_1: autoDraw = False
53.2047 	EXP 	cue: autoDraw = True
53.8890 	EXP 	cue: autoDraw = False
53.9056 	EXP 	fixation_2: autoDraw = True
54.4063 	EXP 	target: autoDraw = True
54.6622 	EXP 	New trial (rep=0, index=2): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('pin_cue', 2), ('pin_target', 4)])
54.6652 	DATA 	Keypress: left
54.6741 	EXP 	fixation_1: autoDraw = False
54.6741 	EXP 	fixation_2: autoDraw = False
54.6741 	EXP 	cue: autoDraw = False
54.6741 	EXP 	target: autoDraw = False
54.6741 	EXP 	cue: ori = 180.0
54.6741 	EXP 	target: pos = array([0.5, 0. ])
54.6741 	EXP 	fixation_1: autoDraw = True
55.1741 	EXP 	fixation_1: autoDraw = False
55.1907 	EXP 	cue: autoDraw = True
55.8749 	EXP 	cue: autoDraw = False
55.8919 	EXP 	fixation_2: autoDraw = True
56.3924 	EXP 	target: autoDraw = True
56.6318 	EXP 	New trial (rep=0, index=3): OrderedDict([('targetX', 0.5), ('cueOri', 180), ('congr', 1), ('corrAns', 'right'), ('pin_cue', 2), ('pin_target', 4)])
56.6348 	DATA 	Keypress: right
56.6434 	EXP 	fixation_1: autoDraw = False
56.6434 	EXP 	fixation_2: autoDraw = False
56.6434 	EXP 	cue: autoDraw = False
56.6434 	EXP 	target: autoDraw = False
56.6434 	EXP 	cue: ori = 180.0
56.6434 	EXP 	target: pos = array([0.5, 0. ])
56.6434 	EXP 	fixation_1: autoDraw = True
57.1435 	EXP 	fixation_1: autoDraw = False
57.1600 	EXP 	cue: autoDraw = True
57.8444 	EXP 	cue: autoDraw = False
57.8610 	EXP 	fixation_2: autoDraw = True
58.3618 	EXP 	target: autoDraw = True
58.6347 	EXP 	New trial (rep=0, index=4): OrderedDict([('targetX', 0.5), ('cueOri', 0), ('congr', 0), ('corrAns', 'right'), ('pin_cue', 1), ('pin_target', 4)])
58.6368 	DATA 	Keypress: right
58.6457 	EXP 	fixation_1: autoDraw = False
58.6457 	EXP 	fixation_2: autoDraw = False
58.6457 	EXP 	cue: autoDraw = False
58.6457 	EXP 	target: autoDraw = False
58.6457 	EXP 	cue: ori = 0.0
58.6457 	EXP 	target: pos = array([0.5, 0. ])
58.6457 	EXP 	fixation_1: autoDraw = True
59.1463 	EXP 	fixation_1: autoDraw = False
59.1629 	EXP 	cue: autoDraw = True
59.8470 	EXP 	cue: autoDraw = False
59.8637 	EXP 	fixation_2: autoDraw = True
60.3645 	EXP 	target: autoDraw = True
