targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,early_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,7,1.7800000023271423e-05,0.10167450000062672,18.77222720000009,None,1.359999987471383e-05,0.09940920000008191,20.65782500000023,None,20.998319999999694,21.509147900000244,22.209838700000546,None,21.509147900000244,22.209838700000546,22.710586899999726,None,right,1,0.40214970000033645,22.710586899999726,None,None,21.509147900000244,22.694288900000174,0.5031046000003698,0.6035398000003624,1.7051369999999224,1.7882928000008178,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,0,1,1,0,,,,,,,,,23.129363600000033,23.628533099999913,24.346207200000208,None,23.645351699999992,24.329541600000084,24.847064800000226,None,left,1,0.3376572999995915,24.847064800000226,None,None,23.645351699999992,24.830242799999724,0.5102123000006031,0.5938164999997753,1.711903500000517,1.7954170000002705,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,0,2,2,5,,,,,,,,,25.214583400000265,25.715061300000343,26.432529200000317,None,25.731391500000427,26.41580040000008,26.933340200000202,None,right,1,0.3314786000000822,26.933340200000202,None,None,25.731391500000427,26.91651290000027,0.5119002999999793,0.5948871000000509,1.7133378999997149,1.7967294999998558,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,0,0,right,1,4,0,0,0,0,0,3,3,3,,,,,,,,,27.28462970000055,27.784317499999815,28.50189820000014,None,27.80117700000028,28.48532040000009,29.002822800000104,None,right,1,0.4060443000007581,29.002822800000104,None,None,27.80117700000028,28.985906599999907,0.5114486000002216,0.5948063000005277,1.7130205000003116,1.7964621000000989,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,0,4,4,2,,,,,,,,,29.437127500000315,29.937138700000105,30.65508299999965,None,29.954214299999876,30.63817569999992,31.15556579999975,None,left,1,0.4610309999998208,31.15556579999975,None,None,29.954214299999876,31.13879799999995,0.5114961999997831,0.5952831000004153,1.7131411999998818,1.7967935999995461,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,0,5,5,6,,,,,,,,,31.640331600000536,32.140493300000344,32.85774730000048,None,32.15678939999998,32.8413300000002,33.35853370000041,31.640331600000536,right,1,0.3862351999996463,33.35853370000041,None,None,32.15678939999998,33.342079199999716,0.5117784000003667,0.5949931000004653,1.7133490000005622,1.7969609000001583,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,180,0,left,2,3,0,0,0,0,0,6,6,4,,,,,,,,,33.77623510000012,34.27664090000053,34.9942946000001,None,34.293294300000525,34.97774279999976,35.49505940000017,None,left,1,0.43371449999995093,35.49505940000017,None,None,34.293294300000525,35.478382299999794,0.5115605999999389,0.5948897999996916,1.7132819999997082,1.7967174999994313,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,0,7,7,1,,,,,,,,,35.946476000000075,36.44609440000022,37.16392999999971,None,36.462979599999926,37.14706910000041,37.66459140000006,None,left,1,0.3521176000003834,37.66459140000006,None,None,36.462979599999926,37.64776760000041,0.5112275999999838,0.5946231000007174,1.7128824999999779,1.7963861000007455,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,2,,,,,,,,,38.032481400000506,38.53245700000025,39.2501256000005,None,38.54906910000045,39.233566099999734,39.75088330000017,None,left,1,0.329765800000132,39.75088330000017,None,None,38.54906910000045,39.73414950000006,0.5116206000002421,0.5950544999996055,1.713295599999583,1.796564600000238,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,180,0,left,2,3,0,0,0,0,1,1,9,4,,,,,,,,,40.10234169999967,40.60211739999977,41.31955670000025,None,40.618503200000305,41.302963300000556,41.82066459999987,None,left,1,0.39598170000044774,41.82066459999987,None,None,40.618503200000305,41.80361280000034,0.5114720000001398,0.5948684000004505,1.7129543999999441,1.796439100000498,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,0,0,right,1,4,0,0,0,0,1,2,10,3,,,,,,,,,42.23761879999984,42.73881150000034,43.455973000000085,None,42.7551782999999,43.43925300000046,43.956756499999756,None,right,1,0.4038514000003488,43.956756499999756,None,None,42.7551782999999,43.939900899999884,0.5121494000004532,0.5951896000005945,1.713217700000314,1.7967033000004449,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,1,3,11,5,,,,,,,,,44.39096719999998,44.89130110000042,45.60881440000048,None,44.90778539999974,45.59239020000041,46.109395100000256,None,right,1,0.45920849999947677,46.109395100000256,None,None,44.90778539999974,46.092722200000026,0.5117220000001907,0.5951817000004667,1.7131306000001132,1.7966286000000764,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,1,4,12,0,,,,,,,,,46.59419369999978,47.094113400000424,47.81191839999974,None,47.111009600000216,47.79516909999984,48.312474600000314,46.59419369999978,left,1,0.38420120000046154,48.312474600000314,None,None,47.111009600000216,48.29597770000055,0.5114172000003236,0.5948120000002746,1.7132600000004459,1.7963951000001543,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,1,5,13,7,,,,,,,,,48.71381190000011,49.213826600000175,49.93142929999976,None,49.230637800000295,49.914662500000304,50.43218429999979,None,right,1,0.36849480000000767,50.43218429999979,None,None,49.230637800000295,50.41547629999968,0.5114138999997522,0.594865199999731,1.7130398999997851,1.7963976999999431,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,1,6,14,1,,,,,,,,,50.81631440000001,51.316665600000306,52.03466399999979,None,51.333386999999675,52.017655900000136,52.535179000000426,None,left,1,0.3294126000000688,52.535179000000426,None,None,51.333386999999675,52.518321800000194,0.5120305000000371,0.5956404999997176,1.71367089999967,1.7972523999997065,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,1,7,15,6,,,,,,,,,52.88621210000019,53.386277399999926,54.10404000000017,None,53.40305950000038,54.087487100000544,54.60465230000045,None,right,1,0.4039715000008073,54.60465230000045,None,None,53.40305950000038,54.58809199999996,0.5113042999992103,0.5946825999999419,1.7131044999996448,1.796318199999405,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,180,0,left,2,3,0,0,0,0,2,0,16,4,,,,,,,,,55.03876229999969,55.538863499999934,56.25662730000022,None,55.55581799999982,56.2403675000005,56.75731470000028,None,left,1,0.43527999999969325,56.75731470000028,None,None,55.55581799999982,56.741036899999926,0.5112609999996494,0.5952594000000317,1.7134130000004006,1.7968479000001025,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,2,1,17,0,,,,,,,,,57.20919060000051,57.708837199999834,58.42650500000036,None,57.72554519999994,58.40967759999967,58.92726500000026,None,left,1,0.3773620000001756,58.92726500000026,None,None,57.72554519999994,58.91057929999988,0.5114158000005773,0.5947753000000375,1.7131306999999651,1.7965372000007847,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,2,2,18,6,,,,,,,,,59.32852819999971,59.82834019999973,60.54610419999972,None,59.845271799999864,60.52923069999997,61.04669170000034,None,right,1,0.3938458000002356,61.04669170000034,None,None,59.845271799999864,61.030029300000024,0.5115212000000611,0.5951783000000432,1.7131877000001623,1.796667200000229,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,0,0,right,1,4,0,0,0,0,2,3,19,3,,,,,,,,,61.464283799999976,61.9648631,62.68225840000014,None,61.98127190000014,62.66579060000004,63.1831787000001,None,right,1,0.393318200000067,63.1831787000001,None,None,61.98127190000014,63.16638570000032,0.5120937000001504,0.5950975000005201,1.7135949000003166,1.7968557000003784,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
0.5,180,1,right,2,4,0,0,0,0,2,4,20,5,,,,,,,,,63.60075299999971,64.10095180000008,64.81849409999995,None,64.11752499999966,64.80218119999972,65.31923970000025,None,right,1,0.40127560000019,65.31923970000025,None,None,64.11752499999966,65.30265880000024,0.5121527999999671,0.5958049999999275,1.7138345000003028,1.7972066000002087,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
-0.5,0,1,left,1,3,0,0,0,0,2,5,21,2,,,,,,,,,65.73732050000035,66.2369993000002,66.95499689999997,None,66.25394810000034,66.93817190000027,67.4555363999998,67.93956160000016,left,1,0.4809447000006912,67.4555363999998,None,None,66.25394810000034,67.43881800000054,0.5114088999998785,0.5951237999997829,1.7132136000000173,1.796702799999366,,,,,,katie_3,001,2020_Jan_30_1232,posner,3.1.5,60.02127153891268,
