targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,1,3,0,0,0,0,0,0,0,2,1.7700000171316788e-05,0.1030587000000196,13.515542099999948,None,1.3800000033370452e-05,0.09949750000032509,15.401149700000133,None,15.732840900000156,16.23603099999991,16.95330240000021,None,16.252251100000194,16.9368757000002,17.453957400000036,None,left,1,0.3219752999998491,17.453957400000036,None,None,16.252251100000194,17.437747299999955,0.5126669999999649,0.5958172999999078,1.7143687999996473,1.7975063999997474,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,5,,,,,,,,,17.805291000000125,18.30531770000016,19.02286570000024,None,18.321805699999913,19.006396300000233,19.52351520000002,None,right,1,0.31649479999987307,19.52351520000002,None,None,18.321805699999913,19.506787799999984,0.5107003000002805,0.5941775000001144,1.7121577000002617,1.7957885000000715,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
-0.5,180,0,left,2,3,0,0,0,0,0,2,2,4,,,,,,,,,19.85809330000029,20.358216000000084,21.0756894000001,None,20.374738700000307,21.059065100000225,21.57647730000008,None,left,1,0.3114599000000453,21.57647730000008,None,None,20.374738700000307,21.55987210000012,0.5116793000001962,0.5949980000000323,1.7133195000001251,1.796569399999953,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,0,0,right,1,4,0,0,0,0,0,3,3,3,,,,,,,,,21.911023900000146,22.41093490000003,23.128608100000292,None,22.42753470000025,23.111773399999947,23.629348400000254,None,right,1,0.29862649999995483,23.629348400000254,None,None,22.42753470000025,23.61240050000015,0.5116145000001779,0.5948312000000442,1.713070499999958,1.7968771999999262,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
-0.5,0,1,left,1,3,0,0,0,0,0,4,4,1,,,,,,,,,23.947626800000307,24.44729240000015,25.164617100000214,None,24.463589200000115,25.14809030000015,25.66564180000023,None,left,1,0.2785188000002563,25.66564180000023,None,None,24.463589200000115,25.648769599999923,0.5117479999998977,0.5948844999998073,1.713211599999795,1.796395500000017,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
-0.5,0,1,left,1,3,0,0,0,0,0,5,5,0,,,,,,,,,25.96738600000026,26.466789500000232,27.184195400000135,None,26.48311220000005,27.16746860000012,27.684902800000145,None,left,1,0.3150658999998086,27.684902800000145,None,None,26.48311220000005,27.66820890000008,0.5114612000002126,0.5945366999999351,1.7128496000000268,1.7962273000002824,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,180,1,right,2,4,0,0,0,0,0,6,6,7,,,,,,,,,28.01937850000013,28.51945079999996,29.23695970000017,None,28.535921700000017,29.220049400000335,29.737655800000084,None,right,1,0.3022377000002052,29.737655800000084,None,None,28.535921700000017,29.721036899999945,0.5118361999998342,0.5951138000000356,1.7134064000001672,1.796784900000148,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,180,1,right,2,4,0,0,0,0,0,7,7,6,,,,,,,,,30.0557960000001,30.55544080000027,31.272938200000226,None,30.572044500000175,31.25647710000021,31.773714400000244,None,right,1,0.2902014999999665,31.773714400000244,None,None,30.572044500000175,31.75707050000028,0.511507299999721,0.5951347999998688,1.713125399999626,1.796639099999993,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,0,,,,,,,,,32.09150129999989,32.591362200000276,33.309359100000165,None,32.6083636000003,33.29237899999998,33.80997750000006,None,left,1,0.3098866000000271,33.80997750000006,None,None,32.6083636000003,33.7931908999999,0.5116188000001785,0.5953238000001875,1.713428400000339,1.796921999999995,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,0,0,right,1,4,0,0,0,0,1,1,9,3,,,,,,,,,34.14454560000013,34.644311000000016,35.361949600000116,None,34.66092280000021,35.345473500000026,35.86271230000011,None,right,1,0.27333260000023074,35.86271230000011,None,None,34.66092280000021,35.84617320000007,0.5115512999996099,0.5951319999999214,1.7133937999997215,1.7967828999999256,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,180,1,right,2,4,0,0,0,0,1,2,10,7,,,,,,,,,36.16404800000009,36.66400090000025,37.38123570000016,None,36.68046600000025,37.36488129999998,37.88213560000031,None,right,1,0.30172140000013314,37.88213560000031,None,None,36.68046600000025,37.86550380000017,0.5117087999997239,0.5946525999997903,1.7131976000000577,1.7966028000000733,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
0.5,180,1,right,2,4,0,0,0,0,1,3,11,5,,,,,,,,,38.2001193000001,38.70020670000031,39.41766710000002,None,38.716707900000074,39.40081740000005,39.918456400000196,None,right,1,0.32934449999993376,39.918456400000196,None,None,38.716707900000074,39.90166360000012,0.5118606999999429,0.5949297999995906,1.7133049999997638,1.796670599999743,,,,,nikita_1,001,2020_Feb_13_1306,posner,3.1.5,59.94025155722416,
