targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.rt,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.rt,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.5,180,1,right,2,4,0,0,0,0,0,0,0,6,1.6599999980826396e-05,0.10241630000018631,24.570269900000312,None,1.3699999726668466e-05,0.09953270000005432,26.47267069999998,None,26.811232900000505,27.307336700000633,28.02505999999994,None,27.324230400000488,28.008420000000115,28.52562610000041,None,right,1,0.2507306999996217,28.52562610000041,None,right,0.5002885999992941,27.324230400000488,28.509127299999818,0.505571300000156,0.5888835000005201,1.7073387000000366,1.790530199999921,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,0,1,1,7,,,,,,,,,28.794410500000595,29.293397500000538,30.011019800000213,None,29.30998929999987,29.99455130000024,30.511803899999904,None,right,1,0.3125258000000031,30.511803899999904,None,None,,29.30998929999987,30.495040700000573,0.5107537000003504,0.5941544000006616,1.7123781999998755,1.7958982000000105,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,0,2,2,4,,,,,,,,,30.8464242,31.34625910000068,32.063958300000195,None,31.362871299999824,32.047284900000705,32.56483500000013,None,left,1,0.29968080000071495,32.56483500000013,None,None,,31.362871299999824,32.54783490000045,0.5113830000000235,0.5946015000008629,1.7129462000002604,1.7962913000001208,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,0,3,3,3,,,,,,,,,32.88223259999995,33.3823194000006,34.09986750000007,None,33.39934979999998,34.083394500000395,34.60058500000014,None,right,1,0.263841400000274,34.60058500000014,None,None,,33.39934979999998,34.58409800000027,0.5114788000000772,0.5951156999999512,1.7132303000007596,1.7965853000005154,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,0,4,4,5,,,,,,,,,34.885220400000435,35.38518500000009,36.1027396999998,None,35.40188300000045,36.086069699999825,36.603508500000316,None,right,1,0.26086320000013075,36.603508500000316,None,None,,35.40188300000045,36.58691900000031,0.5114346000000296,0.5947388999993564,1.7131516999997984,1.7963867999997092,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,0,5,5,1,,,,,,,,,36.8876906000005,37.38804810000056,38.105493600000045,None,37.404644900000676,38.088963400000466,38.60635210000055,None,left,1,0.24204620000000432,38.60635210000055,None,None,,37.404644900000676,38.58951320000051,0.5118128000003708,0.5950006000002759,1.7132689000000028,1.7968813000006776,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,0,6,6,2,,,,,,,,,38.874188499999946,39.373983899999985,40.09157080000023,None,39.39056340000025,40.074904699999934,40.5923186,None,left,1,0.23217789999944216,40.5923186,None,None,,39.39056340000025,40.57567900000049,0.5116793999995934,0.5950874999998632,1.7133522000003722,1.7967281000001094,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,0,7,7,0,,,,,,,,,40.84350750000067,41.34347109999999,42.06108380000023,None,41.35990690000017,42.04427360000045,42.56156069999997,None,left,1,0.22298209999917162,42.56156069999997,None,None,,41.35990690000017,42.54503149999982,0.5116188000001785,0.5949007999997775,1.7131719999997586,1.7966925999999148,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,1,0,8,2,,,,,,,,,42.81262380000044,43.312570699999924,44.030271900000116,None,43.32964830000037,44.013802399999804,44.53091370000038,None,right,0,0.08555869999963761,44.53091370000038,None,None,,43.32964830000037,44.514573100000234,0.5115083999999115,0.595069599999988,1.713486899999225,1.796852499999659,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,1,1,9,4,,,,,,,,,44.632153700000345,45.13179840000066,45.84955050000008,None,45.14882780000062,45.83314750000045,46.350065700000414,None,left,1,0.2503876000000673,46.350065700000414,None,None,,45.14882780000062,46.333593700000165,0.5114172999992661,0.5950175999996645,1.7131853999999294,1.7967035000001488,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,1,2,10,6,,,,,,,,,46.618159300000116,47.11796709999999,47.83580810000058,None,47.134685300000456,47.81895150000037,48.336318499999834,None,right,1,0.16009690000009869,48.336318499999834,None,None,,47.134685300000456,48.319541500000014,0.511601499999415,0.5948613999998997,1.7131543999994392,1.796545199999855,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,1,3,11,1,,,,,,,,,48.520115299999816,49.020442699999876,49.73831580000024,None,49.037428999999975,49.72139479999987,50.238861499999985,None,left,1,0.257479300000341,50.238861499999985,None,None,,49.037428999999975,50.222200900000644,0.511944200000471,0.5956436000005851,1.7136873999997988,1.7972261000004437,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,1,4,12,5,,,,,,,,,50.52366489999986,51.02335829999993,51.7410018999999,None,51.040013400000134,51.72444290000021,52.24162820000038,None,right,1,0.32671510000000126,52.24162820000038,None,None,,51.040013400000134,52.22492839999995,0.5115717000007862,0.5949921999999788,1.7131328000004942,1.7969278000000486,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,1,5,13,7,,,,,,,,,52.5923685000007,53.09284730000036,53.81057670000064,None,53.10960900000009,53.793847599999935,54.31110410000019,None,right,1,0.24134200000025885,54.31110410000019,None,None,,53.10960900000009,54.29461489999994,0.511961600000177,0.5953896999999415,1.7136920000002647,1.7971838000003117,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,1,6,14,0,,,,,,,,,54.5790276000007,55.0789676000004,55.79661180000039,None,55.09581479999997,55.779823800000486,56.29743529999996,None,left,1,0.2071562000000995,56.29743529999996,None,None,,55.09581479999997,56.28046820000054,0.5115282999995543,0.5948472000000038,1.7130199999992328,1.7966985999992175,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,1,7,15,3,,,,,,,,,56.53194690000055,57.031600700000126,57.749303300000065,None,57.048668200000066,57.73250569999982,58.24994380000044,None,right,1,0.318485700000565,58.24994380000044,None,None,,57.048668200000066,58.23330040000019,0.5113944000004267,0.5948534999997719,1.7130732000005082,1.7965542000001733,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,2,0,16,3,,,,,,,,,58.584109100000205,59.084581300000536,59.80202210000061,None,59.10099650000029,59.78537620000043,60.3028161000002,None,right,1,0.2575261000001774,60.3028161000002,None,None,,59.10099650000029,60.286258300000554,0.5123026000001119,0.5958063999996739,1.7139631000000008,1.7971800000004805,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,2,1,17,4,,,,,,,,,60.58702489999996,61.08735070000057,61.804974600000605,None,61.10388950000015,61.78825400000005,62.3057675,None,left,1,0.3027260999997452,62.3057675,None,None,,61.10388950000015,62.2889253000003,0.5117829000000711,0.5949823000000833,1.713340799999969,1.7966421999999511,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,2,2,18,0,,,,,,,,,62.639833199999885,63.13994340000045,63.85775410000042,None,63.1568184000007,63.840917600000466,64.35840740000003,None,left,1,0.29798830000072485,64.35840740000003,None,None,,63.1568184000007,64.34163390000049,0.5116849999994884,0.5952884999996968,1.7133567000000767,1.7970238999996582,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,2,3,19,1,,,,,,,,,64.6762048999999,65.17618390000007,65.8938134,None,65.1928539999999,65.87730809999994,66.39462340000046,None,left,1,0.29403670000010607,66.39462340000046,None,None,,65.1928539999999,66.37787260000005,0.5113962999994328,0.5947589999996126,1.7130761999997048,1.796472499999254,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,2,4,20,6,,,,,,,,,66.71229940000012,67.21253849999994,67.92992830000003,None,67.22911810000005,67.9135040000001,68.4306314000005,None,right,1,0.24181550000048446,68.4306314000005,None,None,,67.22911810000005,68.41418260000046,0.512470900000153,0.5957167999995363,1.7140668000001824,1.7972938000002614,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,2,5,21,7,,,,,,,,,68.69820359999994,69.1986536000004,69.91601919999994,None,69.21530560000065,69.89940209999986,70.41694460000053,None,right,1,0.3515927999997075,70.41694460000053,None,None,,69.21530560000065,70.40004250000038,0.5120483000000604,0.5953607999999804,1.713428600000043,1.7970159999995303,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,2,6,22,2,,,,,,,,,70.78480200000013,71.28468450000037,72.00227630000063,None,71.30119930000001,71.98567530000037,72.50316680000014,None,left,1,0.3452962999999727,72.50316680000014,None,None,,71.30119930000001,72.48622070000056,0.5113240999999107,0.5947697999999946,1.712843399999656,1.796311600000081,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,2,7,23,5,,,,,,,,,72.8708545999998,73.3707185000003,74.08860809999987,None,73.38745759999983,74.07176100000015,74.58923940000022,None,right,1,0.3872263999992356,74.58923940000022,None,None,,73.38745759999983,74.5723724999998,0.5114852000006067,0.5950501000006625,1.7131357000007483,1.7967332000007445,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,3,0,24,3,,,,,,,,,75.00679930000024,75.50722810000025,76.22482410000066,None,75.52391220000027,76.20862420000049,76.72567710000021,None,right,1,0.28284739999980957,76.72567710000021,None,None,,75.52391220000027,76.70906500000001,0.5120170999998663,0.5952282999996896,1.7138371000000916,1.7970070999999734,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,3,1,25,7,,,,,,,,,77.0265444000006,77.5267971000003,78.2443245000004,None,77.54354599999988,78.22784210000009,78.74505180000051,None,right,1,0.2793632000002617,78.74505180000051,None,None,,77.54354599999988,78.72826290000012,0.5115150000001449,0.5946275000005699,1.712970800000221,1.7963645999998334,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,3,2,26,4,,,,,,,,,79.0467091999999,79.5464464000006,80.26397400000042,None,79.56270210000002,80.24701730000015,80.7647151000001,None,left,1,0.31584229999953095,80.7647151000001,None,None,,79.56270210000002,80.74779579999995,0.5114352999999028,0.5944036999999298,1.7127544999993916,1.795979200000147,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,3,3,27,1,,,,,,,,,81.0990098000002,81.59903209999993,82.31672350000008,None,81.61575840000023,82.29971830000068,82.81734289999986,None,left,1,0.2871423999995386,82.81734289999986,None,None,,81.61575840000023,82.80045789999986,0.5116340999993554,0.5950156999997489,1.713051199999427,1.796690099999978,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,3,4,28,6,,,,,,,,,83.13502700000026,83.63505350000014,84.35269030000018,None,83.65170279999984,84.33602840000003,84.85352969999985,None,right,1,0.30681249999997817,84.85352969999985,None,None,,83.65170279999984,84.83674090000022,0.5113713000000644,0.5948576999999204,1.7130452999999761,1.7963759999993272,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,3,5,29,5,,,,,,,,,85.1877285999999,85.68800420000025,86.40555510000013,None,85.70464900000024,86.3889237000003,86.90626560000055,None,right,1,0.33408849999977974,86.90626560000055,None,None,,85.70464900000024,86.88948470000014,0.511732299999494,0.5948775999995632,1.7131961999994019,1.7967400999996244,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,3,6,30,2,,,,,,,,,87.25699760000043,87.75744450000002,88.47507959999984,None,87.77420840000013,88.45848620000015,88.97583279999981,None,left,1,0.2646625999996104,88.97583279999981,None,None,,87.77420840000013,88.9589218000001,0.5116152999999031,0.5948602999997092,1.713079999999536,1.7966051999992487,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,3,7,31,0,,,,,,,,,89.26010290000067,89.76015700000062,90.47777920000044,None,89.77687210000022,90.4612431000005,90.97843809999995,None,left,1,0.29407650000030117,90.97843809999995,None,None,,89.77687210000022,90.96188419999999,0.5116072000000713,0.5951451999999335,1.7133155000001352,1.7966775000004418,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,4,0,32,1,,,,,,,,,91.29635020000023,91.7963909,92.51421459999983,None,91.81300890000057,92.49724060000062,93.01477830000022,None,left,1,0.2656528999996226,93.01477830000022,None,None,,91.81300890000057,92.99820570000065,0.5113842999999179,0.5945295000001352,1.7131726000006893,1.7962422999999035,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,4,1,33,4,,,,,,,,,93.29912890000014,93.79914319999989,94.51673980000032,None,93.81592570000066,94.49993320000067,95.0173932000007,None,left,1,0.35101570000006177,95.0173932000007,None,None,,93.81592570000066,95.00064900000052,0.5114894999996977,0.59469960000024,1.712982600000032,1.7966352000003099,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,4,2,34,0,,,,,,,,,95.3852968000001,95.88526420000017,96.6029107000004,None,95.90210730000035,96.58626710000044,97.10369210000044,None,right,0,0.1687212000006184,97.10369210000044,None,None,,95.90210730000035,97.0872731999998,0.5113492000000406,0.5947736999996778,1.713348500000393,1.79639700000007,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,4,3,35,6,,,,,,,,,97.28777170000012,97.78800709999996,98.5056027999999,None,97.80473040000015,98.4888877000003,99.00623900000028,None,right,1,0.41818740000053367,99.00623900000028,None,None,,97.80473040000015,98.98945780000031,0.5117718999999852,0.5951353999998901,1.713209100000313,1.7970326000004206,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,0,1,left,1,3,0,0,0,0,4,4,36,2,,,,,,,,,99.44019110000045,99.9405925000001,100.65857589999996,None,99.9573491000001,100.6417849999998,101.15926880000006,None,left,1,0.2092210000000705,101.15926880000006,None,None,,99.9573491000001,101.14244409999992,0.5119923000002018,0.5958675000001676,1.7138249999998152,1.7974316999998337,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,4,5,37,5,,,,,,,,,101.39359779999995,101.89358580000044,102.61123730000054,None,101.91010670000014,102.59449870000026,103.1119832000004,None,right,1,0.2244196000001466,103.1119832000004,None,None,,101.91010670000014,103.0952500000003,0.5116186000004745,0.5950681000003897,1.7132621999999174,1.7966827999998713,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,4,6,38,7,,,,,,,,,103.36315290000039,103.86315430000013,104.5804332000007,None,103.87941130000036,104.56399770000007,105.08119170000009,None,right,1,0.28715100000044913,105.08119170000009,None,None,,103.87941130000036,105.06473230000029,0.5117521000001943,0.5949596000000383,1.7133156999998391,1.7967164000001503,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,4,7,39,3,,,,,,,,,105.39873090000037,105.899093,106.6169319999999,None,105.91601160000027,106.59998030000042,107.11763599999995,None,right,1,0.23491270000067743,107.11763599999995,None,None,,105.91601160000027,107.10063750000063,0.5116726000005656,0.5949620999999752,1.7132031000001007,1.7966288000006898,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,5,0,40,5,,,,,,,,,107.36841679999998,107.86830830000054,108.58613479999985,None,107.8853293000002,108.56926840000051,109.08671630000026,None,right,1,0.27364330000000336,109.08671630000026,None,None,,107.8853293000002,109.0699955,0.5115822000007029,0.5951134000006277,1.7132461000001058,1.796962500000518,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
-0.5,180,0,left,2,3,0,0,0,0,5,1,41,4,,,,,,,,,109.38778700000057,109.88802639999994,110.60561860000053,None,109.90462900000057,110.58898959999988,111.10631040000044,None,left,1,0.31028890000015963,111.10631040000044,None,None,,109.90462900000057,111.08953370000017,0.511818800000583,0.5949620999999752,1.71331790000022,1.7968485000001237,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,180,1,right,2,4,0,0,0,0,5,2,42,6,,,,,,,,,111.44001430000026,111.94068890000017,112.6584511000001,None,111.95752940000057,112.64181410000037,113.15912759999992,None,right,1,0.281354900000224,113.15912759999992,None,None,,111.95752940000057,113.14250750000065,0.5123790999996345,0.5959664000001794,1.7142069000001356,1.7975390000001426,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
0.5,0,0,right,1,4,0,0,0,0,5,3,43,3,,,,,,,,,113.46018000000004,113.9602089,114.67798260000018,None,113.97687649999989,114.66111770000043,115.17863100000068,None,right,1,0.3739473999994516,115.17863100000068,None,None,,113.97687649999989,115.16183460000047,0.5116815999999744,0.5951743999994505,1.7132916999998997,1.7968915999999808,,,,,lucie_2,001,2020_Feb_06_1329,posner,3.1.5,59.990449520171325,
