targetX,cueOri,congr,corrAns,pin_cue,pin_target,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,posner_task.thisRepN,posner_task.thisTrialN,posner_task.thisN,posner_task.thisIndex,port_start_block.started,port_start_block.stopped,text_2.started,text_2.stopped,p_port.started,p_port.stopped,text.started,text.stopped,fixation_1.started,fixation_1.stopped,fixation_2.started,fixation_2.stopped,cue.started,cue.stopped,target.started,target.stopped,correct_key_resp.keys,correct_key_resp.corr,correct_key_resp.started,correct_key_resp.stopped,early_resp.keys,early_resp.started,early_resp.stopped,trigger_cue.started,trigger_cue.stopped,trigger_target.started,trigger_target.stopped,correct_key_resp.rt,early_resp.rt,break_text.started,break_text.stopped,end_port.started,end_port.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-0.5,0,1,left,1,3,0,0,0,0,1,3,11,2,,,,,,,,,53.069372300000396,53.56931150000037,54.28711990000011,None,53.585928200000126,54.27073829999972,54.78765289999956,None,left,1,54.78765289999956,None,None,53.585928200000126,54.77133179999964,0.5114274999996269,0.5947718999996141,1.71343700000034,1.7963986000004297,0.23379300000033254,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,1,4,12,0,,,,,,,,,55.03895149999971,55.538763599999584,56.25644959999954,None,55.555509699999675,56.2396947999996,56.75698850000026,57.241012299999966,left,1,56.75698850000026,None,None,55.555509699999675,56.740253899999516,0.5113787999998749,0.5947931000000608,1.7128462000000582,1.7964068999999654,0.5604652000001806,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,1,5,13,6,,,,,,,,,57.3415358000002,57.84189869999955,58.55963210000027,None,57.858563400000094,58.542581300000165,59.06032359999972,None,right,1,59.06032359999972,None,None,57.858563400000094,59.04347289999987,0.511819800000012,0.5949813999995968,1.7133794999999736,1.7972454000000653,0.38507079999999405,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,1,6,14,4,,,,,,,,,59.461294499999894,59.961713699999564,60.679319300000316,None,59.978159199999936,60.662531500000114,61.18000759999995,None,left,1,61.18000759999995,None,None,59.978159199999936,61.163200799999686,0.5119943000008789,0.5951228000003539,1.713467500000661,1.7968541000000187,0.353271400000267,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,1,7,15,7,,,,,,,,,61.56384849999995,62.06435659999988,62.782001700000365,None,62.0811491000004,62.7653035000003,63.28266359999998,None,right,1,63.28266359999998,None,None,62.0811491000004,63.26608589999978,0.5121182000002591,0.5956955999999991,1.713850099999945,1.7973083999995652,0.13871610000023793,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,2,0,16,4,,,,,,,,,63.44982559999971,63.950407799999994,64.6680237999999,None,63.9671828999999,64.65141119999953,65.16868020000038,None,left,1,65.16868020000038,None,None,63.9671828999999,65.15201520000028,0.5118003000006865,0.5950147000003199,1.7133945000005042,1.7967642000003252,0.364646800000628,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,2,1,17,3,,,,,,,,,65.55334930000026,66.05308960000002,66.77119089999997,None,66.07009190000008,66.75406659999953,67.27199970000038,None,right,1,67.27199970000038,None,None,66.07009190000008,67.25499490000038,0.5113492999998925,0.5948442999997496,1.7132329999994909,1.796482200000355,0.39766659999986587,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,2,2,18,5,,,,,,,,,67.69000340000002,68.1895698999997,68.90725519999978,None,68.20626579999953,68.89055730000018,69.40796330000012,None,right,1,69.40796330000012,None,None,68.20626579999953,69.39134829999966,0.511130900000353,0.5947491000006266,1.7128953999999794,1.7960335000007035,0.45352619999994204,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,2,3,19,1,,,,,,,,,69.89193410000007,70.39250579999953,71.1100720000004,None,70.40925570000036,71.09354400000029,71.61092139999982,72.09475769999972,left,1,71.61092139999982,None,None,70.40925570000036,71.5939128,0.5118111000001591,0.5954652999998871,1.7132054000003336,1.7970396999999139,0.5383725000001505,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,2,4,20,7,,,,,,,,,72.17887979999978,72.67908350000016,73.39691049999965,None,72.69563469999957,73.38012150000031,73.8972920999995,None,right,1,73.8972920999995,None,None,72.69563469999957,73.88069079999968,0.5115652000004047,0.5948001000006116,1.7131529000007504,1.7963371000005282,0.33217640000020765,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,2,5,21,2,,,,,,,,,74.24874790000013,74.74842369999988,75.46651930000007,None,74.76515000000018,75.44941670000026,75.9671570999999,76.4508138000001,left,1,75.9671570999999,None,None,74.76515000000018,75.95014309999988,0.5112280000003011,0.5947335000000749,1.7129338000004282,1.7963527000001704,0.5341187000003629,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,2,6,22,6,,,,,,,,,76.51827429999958,77.01830940000036,77.73595039999964,None,77.03490239999974,77.7193201,78.23674279999977,78.72076800000013,right,1,78.23674279999977,None,None,77.03490239999974,78.22016110000004,0.5114385000006223,0.5949313000000984,1.7132635000007213,1.7962382000005164,0.520721500000036,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,2,7,23,0,,,,,,,,,78.78765860000021,79.28818359999968,80.00562480000008,None,79.3045847000003,79.98928309999974,80.50677300000007,None,left,1,80.50677300000007,None,None,79.3045847000003,80.48991219999971,0.5117908000001989,0.5951137000001836,1.7134992999999668,1.7967898000006244,0.3306316999996852,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,3,0,24,0,,,,,,,,,80.85772439999982,81.35759330000019,82.07515009999952,None,81.37413449999985,82.05866539999988,82.57574159999967,83.06003210000017,left,1,82.57574159999967,None,None,81.37413449999985,82.55907709999974,0.511298600000373,0.594745100000182,1.7127675000001545,1.7963587000003827,0.5578052000000753,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,3,1,25,1,,,,,,,,,83.16086739999992,83.66085039999962,84.37837839999975,None,83.67743900000005,84.36172530000022,84.8793654000001,None,left,1,84.8793654000001,None,None,83.67743900000005,84.86252630000035,0.5116459000000759,0.5949055999999473,1.7133051999999225,1.7966485999995712,0.4458752000000459,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,3,2,26,5,,,,,,,,,85.34763910000038,85.84724300000016,86.56480099999953,None,85.86388530000022,86.54828799999996,87.06544740000027,None,right,1,87.06544740000027,None,None,85.86388530000022,87.0486761000002,0.5112980000003517,0.5946079000004829,1.712717700000212,1.7963896999999633,0.41990249999980733,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,3,3,27,6,,,,,,,,,87.51676820000012,88.01672010000038,88.73439589999998,None,88.03348180000012,88.71788930000002,89.2350279000002,89.71929689999979,right,1,89.2350279000002,None,None,88.03348180000012,89.21834959999978,0.5113327000008212,0.5948024000008445,1.7129306000006181,1.7965642000008302,0.47436589999961143,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,3,4,28,3,,,,,,,,,89.73607509999965,90.23656940000001,90.95412440000018,None,90.25320749999992,90.93755979999969,91.45487979999962,None,right,1,91.45487979999962,None,None,90.25320749999992,91.43828010000016,0.5122164000003977,0.5956710000000385,1.7139049000006708,1.7972198000006756,0.4065078000003268,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,3,5,29,4,,,,,,,,,91.88957500000015,92.38946289999967,93.10712469999999,None,92.40620779999972,93.09047159999955,93.60795899999994,94.09204219999992,left,1,93.60795899999994,None,None,92.40620779999972,93.59101689999989,0.511586200000238,0.5949365000005855,1.7131344999997964,1.7965656000005765,0.4774108999999953,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,3,6,30,7,,,,,,,,,94.1093020999997,94.60924909999994,95.32700870000008,None,94.62601280000035,95.31027770000037,95.82775880000008,None,right,1,95.82775880000008,None,None,94.62601280000035,95.81087240000033,0.5114354000006642,0.5949088000006668,1.713046800000484,1.7963971999997739,0.35349329999917245,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,3,7,31,2,,,,,,,,,96.2120144999999,96.71201229999951,97.42988940000032,None,96.72885529999985,97.41293239999959,97.93042080000032,None,left,1,97.93042080000032,None,None,96.72885529999985,97.91359949999969,0.5113340999996581,0.5947798999995939,1.7129052999998748,1.7966659000003347,0.41094520000024204,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,4,0,32,0,,,,,,,,,98.36540520000017,98.86480380000012,99.58258310000019,None,98.88191050000023,99.56593220000013,100.08326959999977,100.56749169999966,left,1,100.08326959999977,None,None,98.88191050000023,100.06668590000027,0.511169799999152,0.5949055999999473,1.7130317999999534,1.796429499999249,0.5299779999995735,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,4,1,33,1,,,,,,,,,100.63481640000009,101.1347581,101.85235310000007,None,101.15159969999968,101.83565770000041,102.35316299999977,102.83728580000025,left,1,102.35316299999977,None,None,101.15159969999968,102.33646700000008,0.5116141999997126,0.5950366999995822,1.7132943999995405,1.797125899999628,0.5400613000001613,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,4,2,34,2,,,,,,,,,102.92114419999962,103.4215551999996,104.13889180000024,None,103.43792349999967,104.12216979999994,104.63966890000029,None,left,1,104.63966890000029,None,None,103.43792349999967,104.62281770000027,0.5119954000001599,0.5950336000005336,1.7132560000000012,1.7969369000002189,0.4215972000001784,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,4,3,35,5,,,,,,,,,105.09063760000026,105.59104969999953,106.3086975999995,None,105.60774299999957,106.29183199999989,106.8092458000001,None,right,1,106.8092458000001,None,None,105.60774299999957,106.79262629999994,0.5117098999999143,0.5949416000003112,1.7132702000008067,1.7967963000000964,0.31602590000056807,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,4,4,36,6,,,,,,,,,107.14405239999996,107.6437791999997,108.3615006,None,107.66053170000032,108.3445273999996,108.86224000000038,None,right,1,108.86224000000038,None,None,107.66053170000032,108.84562079999978,0.5116991999993843,0.5952919999999722,1.7135215999996944,1.7967825999994602,0.4471325999993496,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,4,5,37,4,,,,,,,,,109.33033580000028,109.83036939999965,110.54788740000004,None,109.84694239999953,110.5312759999997,111.04844880000019,None,left,1,111.04844880000019,None,None,109.84694239999953,111.03194619999977,0.511751799999729,0.5948915999997553,1.7132971999999427,1.7965582999995604,0.4688151000000289,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,4,6,38,7,,,,,,,,,111.53282490000038,112.03325500000028,112.75100039999961,None,112.04990999999973,112.73417489999974,113.25145679999969,111.53282490000038,right,1,113.25145679999969,None,None,112.04990999999973,113.23468700000012,0.5118087000000742,0.5953042000001005,1.7132273000006535,1.7961393000005046,0.4418975999997201,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,4,7,39,3,,,,,,,,,113.71892200000002,114.2196358000001,114.93713670000034,None,114.23625939999965,114.92057899999963,115.43791119999969,115.92183380000006,right,1,115.43791119999969,None,None,114.23625939999965,115.42145660000006,0.5118814999996175,0.5953028000003542,1.713684999999714,1.796815499999866,0.4714527999994971,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,5,0,40,4,,,,,,,,,115.93874679999954,116.4394983000002,117.15680189999966,None,116.4561991999999,117.14020540000001,117.65765199999987,118.14146869999968,left,1,117.65765199999987,None,None,116.4561991999999,117.64090120000037,0.5117245000001276,0.5948384000002989,1.7131168000005346,1.796416400000453,0.5396637000003466,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,5,1,41,0,,,,,,,,,118.2253598999996,118.72564039999997,119.4432882000001,None,118.74229540000033,119.42699600000014,119.94395970000005,120.42805440000029,right,0,119.94395970000005,None,None,118.74229540000033,119.92737719999968,0.5113672000006773,0.5950167000000874,1.7131061000000045,1.7966660000001866,0.6371794000006048,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,5,2,42,1,,,,,,,,,120.61242680000032,121.11253870000019,121.83031479999954,None,121.12924949999979,121.81336959999953,122.33074029999989,None,left,1,122.33074029999989,None,None,121.12924949999979,122.31392950000009,0.5113866000001508,0.594776400000228,1.7127699000002394,1.7962340000003678,0.3144806000000244,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,5,3,43,7,,,,,,,,,122.66464900000028,123.16509250000036,123.88276299999961,None,123.18177649999961,123.86627390000012,124.38332460000038,None,right,1,124.38332460000038,None,None,123.18177649999961,124.36689750000005,0.5117791000002399,0.5954090000004726,1.7135751000005257,1.7969297999998162,0.3740649999999732,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,5,4,44,5,,,,,,,,,124.78496499999983,125.28463240000019,126.00238619999982,None,125.30133620000015,125.98569479999969,126.50300330000027,None,right,1,126.50300330000027,None,None,125.30133620000015,126.48649490000025,0.5112538999992466,0.594763399999465,1.7130993000000672,1.7965130999991743,0.4142296999998507,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,5,5,45,3,,,,,,,,,126.93775339999956,127.43764170000031,128.15542800000003,None,127.45426310000039,128.1385446000004,128.65609119999954,None,right,1,128.65609119999954,None,None,127.45426310000039,128.63927799999965,0.5113305000004402,0.5947817000005671,1.7129562000000078,1.79644879999978,0.38924739999947633,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,5,6,46,2,,,,,,,,,129.0738277999999,129.57382880000023,130.29169449999972,None,129.59084520000033,130.27514280000014,130.79240240000036,131.27640780000002,left,1,130.79240240000036,None,None,129.59084520000033,130.77574370000002,0.5114264999992884,0.5951146999996126,1.7133325999993758,1.7968007999998008,0.7009334999993371,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,5,7,47,6,,,,,,,,,131.5104898999998,132.0106354999998,132.72856990000037,None,132.02754920000007,132.71171779999986,133.2292238,None,right,1,133.2292238,None,None,132.02754920000007,133.21215940000002,0.5117473000000246,0.595057700000325,1.7132623999996213,1.796889999999621,0.37598330000037095,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,6,0,48,0,,,,,,,,,133.62990720000016,134.13046419999955,134.84772199999952,None,134.14706709999973,134.83127160000004,135.34870169999976,None,left,1,135.34870169999976,None,None,134.14706709999973,135.33173979999992,0.5118933999992805,0.5950184999992416,1.7131436999998186,1.7966634999993403,0.3206075999996756,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,6,1,49,3,,,,,,,,,135.69946079999954,136.19962339999984,136.9175427,None,136.21664069999952,136.9009334000002,137.41816730000028,None,right,1,137.41816730000028,None,None,136.21664069999952,137.40164920000007,0.5114104000003863,0.5948407000005318,1.713419800000338,1.7965005000005476,0.3390135999998165,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,6,2,50,7,,,,,,,,,137.78577570000016,138.2859129999997,139.00357299999996,None,138.30265959999997,138.98708819999956,139.5043708000003,None,right,1,139.5043708000003,None,None,138.30265959999997,139.4876881,0.5114966999999524,0.5950268999995387,1.7132282000002306,1.7966119000002436,0.41278670000065176,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,6,3,51,2,,,,,,,,,139.9390395999999,140.4392872999997,141.15667699999995,None,140.4557208999995,141.1400163999997,141.6573896,None,left,1,141.6573896,None,None,140.4557208999995,141.6406010999999,0.5117243000004237,0.5948453000000882,1.713030300000355,1.7965340000000651,0.33189949999996315,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,6,4,52,1,,,,,,,,,142.00851280000006,142.50853860000007,143.22648329999993,None,142.5251704000002,143.20944239999972,143.7269481000003,144.21081369999956,left,1,143.7269481000003,None,None,142.5251704000002,143.71019689999957,0.5115590000004886,0.5949674000003142,1.7132029000003968,1.7965008000001035,0.47839829999975336,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,6,5,53,6,,,,,,,,,144.22846300000037,144.72850769999968,145.44590789999984,None,144.74462440000025,145.4292835999995,145.9465755000001,None,right,1,145.9465755000001,None,None,144.74462440000025,145.93001709999953,0.5117980999993961,0.5950575999995635,1.7132903000001534,1.796488999999383,0.2586164000003919,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,180,0,left,2,3,0,0,0,0,6,6,54,4,,,,,,,,,146.23098159999972,146.7311049,147.44856770000024,None,146.74761810000018,147.43200969999998,147.94933020000008,None,left,1,147.94933020000008,None,None,146.74761810000018,147.93258570000035,0.5118668999994043,0.5951525000000402,1.7133217999999033,1.7967431999995824,0.44788840000001073,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,6,7,55,5,,,,,,,,,148.41759019999972,148.91751579999982,149.63493469999958,None,148.93370589999995,149.6181518000003,150.1355196000004,150.61966959999972,right,1,150.1355196000004,None,None,148.93370589999995,150.1189290000002,0.5115281999997023,0.5946353999997882,1.7129264000004696,1.7963935999996465,0.5017545000000609,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,7,0,56,0,,,,,,,,,150.65337009999985,151.15379829999983,151.87144720000015,None,151.17067899999984,151.8544512999997,152.37205809999978,None,left,1,152.37205809999978,None,None,151.17067899999984,152.35550189999958,0.5117276000000857,0.5951630999998088,1.713420799999767,1.7968197000000146,0.32115349999912723,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,7,1,57,1,,,,,,,,,152.72301049999987,153.22318329999962,153.94089840000015,None,153.24002259999997,153.9242938999996,154.44162039999992,154.9255438,left,1,154.44162039999992,None,None,153.24002259999997,154.42484690000038,0.5114232000005359,0.5948669999997946,1.7130590000006123,1.7966851999999562,0.5476384000003236,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
-0.5,0,1,left,1,3,0,0,0,0,7,2,58,2,,,,,,,,,155.00963479999973,155.50987150000037,156.22757530000035,None,155.5265158000002,156.21081839999988,156.7282280999998,157.2121047999999,left,1,156.7282280999998,None,None,155.5265158000002,156.7113516999998,0.5116154000006645,0.5949115000003076,1.7130699999997887,1.7964667000005647,0.5249291999998604,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,0,0,right,1,4,0,0,0,0,7,3,59,3,,,,,,,,,157.27964760000032,157.77970360000018,158.4974511999999,None,157.7963007999997,158.48057309999967,158.99789989999954,None,right,1,158.99789989999954,None,None,157.7963007999997,158.98134870000013,0.5119060999995781,0.594907400000011,1.7135210999995252,1.796866399999999,0.3673282999998264,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,7,4,60,5,,,,,,,,,159.3824636999998,159.8823868999998,160.60006040000007,None,159.89907649999986,160.58333219999986,161.10086169999977,None,right,1,161.10086169999977,None,None,159.89907649999986,161.0838249999997,0.5114942000000156,0.5948005999998713,1.7129211000001305,1.7965946000003896,0.33638410000003205,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
0.5,180,1,right,2,4,0,0,0,0,7,5,61,7,,,,,,,,,161.4681086999999,161.96854299999995,162.6863739999999,None,161.98517139999967,162.6694464000002,163.18711069999972,163.6710161000001,right,1,163.18711069999972,None,None,161.98517139999967,163.1702961000001,0.5114613000005193,0.5950431000001117,1.713198200000079,1.7966507999999521,0.5141373999995267,,,,,,priya_2,001,2020_Feb_14_1220,posner,3.1.5,59.96027032480449,
